,IRIS,LIBCOM,TYP_IRIS,C16_PMEN_MENSFAM,C16_PMEN_MENHSEUL,C16_PMEN_MENFSEUL,C16_PMEN_MENCOUPSENF,C16_PMEN_MENCOUPAENF,C16_PMEN_MENFAMMONO,C16_PMEN_CS1,C16_PMEN_CS2,C16_PMEN_CS3,C16_PMEN_CS4,C16_PMEN_CS5,C16_PMEN_CS6,C16_PMEN_CS7,C16_PMEN_CS8
16877,350240103,Betton,H,62.68861602122031,156.47631398771844,262.7477414819601,554.8384594574127,1046.5681987248745,76.72517586437307,0.0,159.711870867398,534.4796581383911,509.758052602728,220.2312840727804,229.3231070970905,454.2590343936358,52.28149836553537
16878,350240104,Betton,H,34.91420394388936,73.93032674430435,131.32239588818098,774.4100315895803,948.5510412684372,179.0292577684912,17.71186221695653,87.82300840444255,503.2972946018822,577.6033753952031,165.89558759690047,107.03206252280351,638.3859113217442,44.40815514295076
16899,350470101,Bruz,H,28.78538604007528,232.96073937008987,318.30143256267246,805.3912983508619,1472.9781432795914,321.8234239097918,0.0,129.8692700792262,705.256933424722,653.992634950983,528.4036061549199,535.4872480807618,580.539811244368,46.69091957810203
16900,350470102,Bruz,H,75.82377516948728,180.8588289950502,141.23414844055566,502.7498183906199,806.7773340096646,230.94177832773602,0.0,82.7106511854441,357.36373758316466,338.0937282733619,325.6315115080564,199.1915883129431,532.764578048706,102.62988842143754
16901,350470103,Bruz,H,40.08139569989016,97.49962267569272,129.85504113040682,470.9324413115145,781.1700985532697,235.95471525451984,10.67664130249314,91.82022545979592,259.68647164657403,364.8634222818277,276.0091784414805,238.86210186595332,425.9976001342801,87.57767349288899
16902,350470104,Bruz,H,105.24682415700018,551.4183141956739,575.944102754668,1349.5829364231886,3238.822766477076,904.9154756047077,6.22718834265042,432.934732178519,1254.3951412951303,1684.120813420933,1473.9871408281872,831.1955384006897,756.9499598845009,286.11990526170416
16903,350470105,Bruz,H,100.9909824144486,491.1681707784291,332.25860726203024,514.0301320530717,989.6514602544278,80.5247457941084,0.0,159.64783050765058,659.8364955075301,382.07253672708185,155.8496790442134,94.41672222098695,342.55650065649513,714.2443338925577
16904,350470106,Bruz,H,15.55364467239653,71.50116822009663,61.16549592911381,392.16048539523496,903.3734459010752,162.23457089976762,11.69864848980123,93.56264245618163,479.6171277787972,381.8203992141631,231.07734263957272,121.07772103332412,243.05879164263692,44.07613776320764
16905,350490101,Cancale,H,100.7713354388826,256.96690536915065,342.6225404922008,801.1321167391167,644.9365468088487,100.7713354388826,50.3856677194413,100.7713354388826,297.27543954470366,216.6583711935976,302.3140063166478,226.73550473748583,977.4819537571612,75.57850157916195
16906,350490102,Cancale,H,80.61706835110608,105.80990221082672,241.85120505331824,967.404820213273,1118.5618233715968,262.00547214109474,55.42423449138543,236.8126382813741,297.27543954470366,478.66384333469233,458.5095762469159,362.7768075799773,791.0549831952284,95.73276866693848
16908,350510101,Cesson-Sévigné,H,59.88465984749568,331.0942545681366,476.7871382588879,1000.6410199520952,1859.693544365511,203.10752839904535,0.0,109.16634007937094,1260.1415613800264,860.3738417504677,279.4684039723487,295.40629145376096,985.7025894633014,140.94911729189548
16909,350510102,Cesson-Sévigné,H,80.42137440789699,350.8441386379913,340.5691344020005,1153.150934487689,1841.922896021052,386.8173011416004,11.85389650985946,248.7552883334636,1400.4265099447016,741.3405561174827,554.4503008233704,385.87529009209845,647.1581922789848,163.8657449982691
16910,350510103,Cesson-Sévigné,H,287.13161648663635,548.5209960457665,392.6899681529499,786.4087686292689,910.4616134904612,169.37334794038475,0.0,121.88801574521416,818.0891819600474,353.2645394187792,245.62583440980185,150.48938555406895,558.1354430613289,847.0939105962271
16915,350510203,Cesson-Sévigné,H,0.0,21.70330772736429,56.88506659778773,601.9696226689429,734.8170065297656,64.5049200424842,0.0,50.2729249527039,658.6993286235113,224.6853024488292,89.5546334435022,28.4072527194803,407.0691338953168,21.191347483001035
16916,350510204,Cesson-Sévigné,H,37.6767097764856,115.04971830735384,261.12463823994153,795.379665288723,1009.262482899184,350.79989484548213,0.0,42.73638711832378,660.7077697974257,383.9273918371943,383.3427443350905,151.20801743046934,920.4647773416256,26.90602149704101
16920,350550101,Chantepie,H,30.73406181653664,329.730243348337,343.7853710807405,1204.6820849215794,1266.1299882857822,303.27316516539594,2.77893295129372,155.74426583626254,674.7559263352173,665.5130622018646,562.567419123706,398.6804837401511,928.8322657316824,89.46255869819394
16921,350550102,Chantepie,H,98.93708259853702,399.56528419884165,442.3527343372488,1062.086050208175,2384.873165021846,677.6777991047246,20.14732278328543,227.2358804816499,775.7997922340269,1447.6299246469084,1136.8566467563155,911.021687923888,430.5993599856566,116.20150065764255
16922,350550103,Chantepie,H,25.37278160549762,61.8832161210195,130.16257049346729,572.7769907680463,729.7023881757698,104.2355762135664,0.0,75.7611458972029,318.8972752108898,374.9996504887333,207.5148507940672,145.32846172384492,477.6797919705253,23.95234729210334
16933,350660101,Chartres-de-Bretagne,H,56.62128626579328,146.27165618663264,207.61138297457532,802.1348887654048,1071.0859985279228,207.61138297457535,37.74752417719552,89.65036992083937,509.59157639213953,528.4653384807373,386.91212281625405,245.3589071517709,655.8632325787721,37.74752417719552
16934,350660102,Chartres-de-Bretagne,H,18.87376208859776,490.7178143035418,452.97029012634624,1189.0470115816588,1599.55133700866,599.2419463129788,0.0,217.04826401887425,608.6788273572778,806.8533292875543,816.2902103318531,787.9795671989565,948.4065449520374,165.1454182752304
16939,350690101,Châteaugiron,H,0.0,157.3471609702314,184.44004961411235,813.8286934950379,2401.888781697903,172.97767364939347,52.1017089305402,181.3139470782799,900.3175303197347,1301.5006890848942,362.6278941565598,386.5946802646083,509.5547133406832,36.47119625137814
16940,350690102,Châteaugiron,H,57.31187982359422,186.52411797133396,236.5417585446525,871.1405733186322,2078.858186328554,407.43536383682437,0.0,192.77632304299877,976.3860253583234,928.4524531422264,552.2781146637262,603.3377894156555,564.7825248070558,19.79864939360528
16941,350690201,Châteaugiron,H,10.21867115222876,55.58188914817754,50.67948763509004,471.4433954441535,1362.409094319209,106.67524490932134,0.0,70.59949478198035,456.2188557473238,520.9847457325957,258.2998396885377,487.28873733006384,253.60437223847708,10.01173708920188
16962,350930101,Dinard,H,37.07571255343284,167.13806239675029,450.2226772454116,546.0729983061209,180.25327858717884,100.05561364038509,0.0,81.79034052768102,124.31148507904832,122.69192833207762,128.27145422297698,45.33749829984493,914.2171961105512,64.19844015709958
16963,350930102,Dinard,H,58.05704467379591,242.33499662855792,437.8729588831181,499.3980755888086,180.38653244282784,122.27545447561891,0.0,96.188961869943,183.00057446604316,173.64024065891456,163.5040084636029,80.11847214520563,728.935560150736,114.93724493828203
16964,350930103,Dinard,H,49.98606924920284,302.70471769297706,413.3322134644097,954.1858146822716,729.114432152503,442.32823581259623,0.0,144.03603348015878,274.13924815105935,252.4383396818475,675.5657703875927,395.8180018479591,1017.2745326951148,132.37955681022825
16965,350930104,Dinard,H,65.85852989877475,238.01391764564448,543.456153899165,1448.697006153924,947.3221566485304,380.6287909547252,0.0,233.57203600865824,451.2314346631065,430.2421915212599,700.7538651516546,188.8664439869243,1523.8995568832993,95.41102698586106
16988,351150101,Fougères,H,59.3285659406784,491.736562870725,568.7893695982713,644.0998988277033,600.7126068862668,297.4397237005861,0.0,176.9877815460537,282.1840421920419,480.1529928676456,494.8230967308525,369.7881517775981,660.9780949953329,197.1925677147063
16989,351150102,Fougères,H,30.50189686004638,317.84913397784084,421.8598067101738,630.6123117743232,674.8688842246017,241.7207749475347,5.6876110390007,91.0000987377354,156.19867820474624,420.2650467350037,351.8049320276532,492.4223452558112,620.7451375664918,179.28895892807836
16990,351150103,Fougères,H,54.22935669237768,140.82662882559566,180.8291964147268,319.2492143890533,663.7791475899098,325.87710432864264,0.0,37.59206039785187,98.95083180144988,279.0475861885516,236.72588120666305,531.4075853012197,296.9970368502163,204.06966649435344
16991,351150104,Fougères,H,38.44525046744412,176.18348262095404,263.0424671432446,571.6879262073892,599.7589589297448,169.7512183880221,0.0,95.94434551927051,71.45387135389856,248.73331771992795,306.8394130625332,446.7196060835955,551.244093172148,97.93465684542517
16992,351150105,Fougères,H,35.86117666827184,181.17349262491652,287.25128898527583,498.2859131411795,474.6265052917103,167.87716335896306,0.0,48.15435135982269,141.62645533316385,281.91325480822616,294.0253480269851,291.2659750340948,477.62340293242113,110.46675257560342
16993,351150106,Fougères,H,44.2840040314111,197.1103384567797,465.9329524986828,557.4080172036208,618.0994799568393,461.6297683978685,0.0,56.59991760699027,51.69211512383738,198.1590011601077,426.1180597689789,668.8047568865412,790.930387844925,152.16032215382182
16994,351150107,Fougères,H,13.5608124062434,166.99296378942665,266.1425671289226,580.237993361233,484.0844551117609,235.59413197684393,0.0,77.26057675570792,105.5424885224387,242.0221965759504,359.93093786767326,370.40679287833166,503.685632896548,87.7642982777806
16995,351150108,Fougères,H,19.73739189332158,107.05283025238292,117.08189072816664,687.194006827545,995.0356186376848,135.32583714797732,6.0857991540484,106.63166631219582,310.1511125231077,377.2003726248651,370.3132225560407,327.3475014899668,503.86299445476186,59.83490637209207
16996,351150109,Fougères,H,64.67693471029258,164.59335119210414,182.27364530641051,458.1027188491532,502.090906620025,131.3184936640182,0.0,88.26033817480268,141.97436395171377,239.5024845335563,275.10967734704496,233.62814152859147,426.0282145996052,98.55283020668936
16997,351150110,Fougères,H,25.4672851642873,194.4198280033724,195.0727411867063,511.030407170673,625.950694707897,134.2321026517836,2.80841768483627,89.72997694065144,193.5608622534704,247.68054244821312,268.7292318110215,301.99850313669907,510.7023468324167,70.96317777741106
17008,351260101,Guichen,H,19.60345806076472,166.62939351650013,392.0691612152944,793.9400514609712,2421.027070504443,524.3925031254562,0.0,235.24149672917665,558.6985547317945,1014.4789546445744,999.7763610990008,818.4443740369271,627.310657944471,63.71123869748534
17009,351260102,Guichen,H,29.40518709114708,73.5129677278677,107.81901933420596,514.5907740950739,999.7763610990008,83.31469675825005,0.0,112.71988384939714,303.85359994185313,524.3925031254563,200.9354451228384,249.94409027475015,406.771754760868,9.80172903038236
17010,351260103,Guichen,H,14.70259354557354,83.31469675825007,98.0172903038236,588.1037418229416,1333.035148132001,117.62074836458831,78.41383224305888,147.0259354557354,294.0518709114708,475.3838579735445,445.97867088239735,357.76310960895614,421.4743483064415,14.70259354557354
17019,351360101,Janzé,H,95.0,220.0,347.5,990.0,2150.0,280.0,50.0,160.0,482.5,905.0,645.0,890.0,910.0,40.0
17020,351360102,Janzé,H,60.0,220.0,245.0,930.0,2365.0,240.0,75.0,180.0,435.0,825.0,760.0,1075.0,645.0,65.0
17036,351520101,Liffré,H,56.50724927245949,62.18025644984388,103.6337607497398,473.4819313935181,1517.3072070092642,107.69436820854568,66.17555339029256,107.13775142995328,568.7088224111185,595.2328182390102,337.37719513174983,306.3566617342491,329.45259467202374,10.36337607497398
17037,351520102,Liffré,H,0.0,134.72388897466175,160.63232916209668,658.2697198046762,1342.8392229730389,342.1378611064835,15.33490741215357,132.62871292015845,469.51815809168977,418.95795942375565,701.0578031504572,380.7696513203149,479.5781124890577,40.75771721336992
17038,351520103,Liffré,H,46.21416380738301,124.36051289968776,217.6308975744536,612.3338643865894,1162.4677605088557,281.7701880127828,71.14850851899575,178.49499285773285,434.01667802061297,387.6633632522052,448.5194693181544,353.41640020783103,505.0655241464927,66.45245086772736
17058,351730101,Melesse,H,125.3983488132102,173.6284829721372,217.0356037151715,819.912280701759,1475.842105263166,371.3720330237379,0.0,115.7523219814248,602.8766769865875,762.0361197110466,501.5933952528408,535.3544891640897,646.2837977296218,19.2920536635708
17059,351730102,Melesse,H,120.5753353973175,125.3983488132102,106.1062951496394,771.682146542832,1803.8070175438695,197.74355005160072,217.0356037151715,284.5577915376693,651.1068111455145,713.8059855521196,342.4339525283817,318.3188854489182,564.2925696594459,33.7610939112489
17074,351880102,Montfort-sur-Meu,H,29.73360144931578,148.6680072465789,351.8476171502367,698.7396340589208,1263.6780615959206,242.82441183607887,0.0,138.75680676347363,297.3360144931578,564.9384275369998,515.3824251214735,436.09282125663145,718.5620350251313,64.42280314018419
17075,351880103,Montfort-sur-Meu,H,44.60040217397367,113.9788055557105,223.00201086986837,664.0504323680524,1139.7880555571048,302.29161473471044,0.0,99.1120048310526,327.0696159424736,693.7840338173683,470.7820229474999,307.2472149762631,540.1604263292367,49.5560024155263
17083,351960101,Mordelles,H,65.0,325.0,355.0,830.0,1470.0,350.0,45.0,160.0,435.0,720.0,640.0,675.0,660.0,60.0
17084,351960102,Mordelles,H,10.0,85.0,85.0,580.0,1105.0,50.0,85.0,120.0,285.0,315.0,365.0,210.0,515.0,20.0
17085,351960103,Mordelles,H,20.0,90.0,130.0,615.0,1030.0,100.0,25.0,125.0,330.0,350.0,360.0,305.0,450.0,40.0
17095,352060101,Noyal-Châtillon-sur-Seiche,H,34.98790123457454,164.94296296299427,284.90148148153554,1019.6474074076008,1349.533333333589,289.8997530864748,79.97234567902753,129.9550617284197,514.8219753087396,639.7787654322202,509.8237037038005,459.84098765440825,794.7251851853359,14.99481481481766
17096,352060102,Noyal-Châtillon-sur-Seiche,H,79.97234567902753,229.92049382720413,284.90148148153554,829.7130864199105,1839.363950617633,384.86691358031993,29.98962962963532,234.91876543214332,569.8029629630711,1094.6214814816892,669.7683950618555,409.85827160501606,559.8064197531926,79.97234567902753
17099,352100101,Pacé,H,82.5785399718186,406.0299735478152,455.3526531070606,1166.6845109982846,3239.3944725391207,812.0588105819943,50.00271635239002,336.6399041742003,1421.007282503781,1725.893582675315,1236.740765146903,640.2892419399649,499.851282479182,251.67418547435784
17100,352100102,Pacé,H,15.64723646868844,78.47682547706204,169.835944257937,456.1073508721127,992.6731701619836,159.02541453950425,5.64313883012158,109.96835095881404,701.2257027717466,392.5814772980975,158.5488415044999,70.38831512389368,419.9245082612189,13.48560702889582
17101,352100103,Pacé,H,15.47669275575316,55.58945180849901,42.93077492253423,373.0930022040504,1084.8304051923262,172.6875178423635,23.18608794714865,45.83456810815605,655.6813876569594,471.7520298015223,237.5335654621921,124.16494582355644,171.64834504348815,14.80691488250355
17102,352100105,Pacé,H,21.68540995378942,67.44533962436145,128.4813865863477,484.5187775824782,786.047983971968,133.58899806767897,35.39689658699665,72.00960965711138,427.5933478031389,247.43874846434437,231.31697436094424,133.70847802180364,461.2031207185824,13.10072017370231
17127,352360101,Redon,H,74.63261729093853,384.4757008795551,466.7164925115456,529.3472993219096,500.135082357095,315.02044194124295,0.0,189.25027806523923,208.7013280818805,465.27869453081786,283.4816123499777,258.6949226261525,630.1969283383823,234.7238703098366
17128,352360102,Redon,H,40.35274620172728,160.36954368238128,195.3218801259772,615.379379576341,869.7108428249929,277.43162031114133,0.0,132.8278243146582,216.38442223886915,421.7381326471585,438.8747155299584,367.6563846177155,506.3338255868504,74.7507077873509
17129,352360103,Redon,H,35.02615835075052,141.86536556518345,296.0668498751654,503.8443383700693,603.9475248287104,270.4201473819715,0.0,117.71036269483751,152.5709468489276,226.82537777210365,273.66601348344204,348.680132619934,561.3994612833346,170.3180896692711
17130,352360104,Redon,H,35.02615835075052,113.0810884939868,200.4619296029766,640.6462624912008,816.4745462714627,118.64318833035415,0.0,93.32152548853134,284.0636170201764,299.0846149060952,288.00421529575783,300.5618575181996,604.6491867183295,54.64815659364186
17132,352380101,Rennes,H,234.66121744938025,474.91704494078016,718.54993079543,567.4229026866001,540.7227834119111,131.3889397952785,0.0,109.77521619217352,803.5011526316246,402.736466388778,308.26515138238386,127.64878593572448,283.0477687061867,632.6882778425091
17133,352380102,Rennes,H,146.41549907080434,356.1780527419621,398.0175330110383,286.9894887122068,330.854398236348,65.96379051599911,0.0,67.76180950254734,571.6996643822597,234.95593876635596,154.6186298555697,21.10947553268662,136.93539758818267,397.3378466607567
17134,352380103,Rennes,H,109.6285844157952,301.52107707739896,426.1783370158734,401.98840414474273,285.92251004993267,76.78088573161295,0.0,126.18737579716066,409.6293054575448,225.91528785797135,160.89952238186635,50.12535465002026,194.2092998304065,435.053652460386
17135,352380104,Rennes,H,277.6781679559219,366.3370182374125,702.737434211411,519.5240598904333,467.610357289164,103.54170534165216,0.0,59.79245268513005,787.1816167681266,338.5634636586042,269.6762028513552,103.94759625032935,383.6303178393045,494.637092873145
17136,352380105,Rennes,H,189.37538059668472,343.4198361048726,520.8038813530933,426.1105745758722,513.7287914134694,175.22086751936314,0.0,112.90546102166232,486.1637157283762,388.3212300501023,321.04476923724405,106.91132063135768,375.4129385102633,377.8998963843494
17137,352380106,Rennes,H,178.96030554049742,201.8389021130803,325.898156444525,470.3327674821825,416.6497438494558,363.31939704623846,0.0,43.86523540507464,380.52886523291255,339.3052535817122,368.31476455292585,195.02981936680908,465.6860010360928,164.2693333004525
17138,352380107,Rennes,H,111.48425441479364,207.5561774805589,444.84816426804,600.5964835408986,466.6764279321712,320.70901528738466,0.0,61.16057474289856,353.0199086601666,350.96742063630404,384.20604113098426,186.7528556900662,646.3701919409494,169.39353012247787
17139,352380108,Rennes,H,100.6088504238348,321.3886848442516,456.2675478374851,407.8184000334306,377.4167549158214,257.01473395356066,0.0,78.46849792784649,538.3346321533887,293.42024868207096,237.9801576987698,106.90333467113012,305.1313383863651,360.27676248881306
17140,352380109,Rennes,H,200.23406655720416,314.1866695549193,401.05344174092704,378.707710330686,404.1615436264662,87.47959104964188,0.0,46.2252054119228,511.1244285839545,357.96296716749384,297.01188075057047,80.70317044314046,143.79207303605645,349.0032974667062
17141,352380110,Rennes,H,149.83357352930182,454.99919079977263,587.953234476534,462.2710424365403,538.623515006719,248.77444305355365,0.0,84.25758389818041,494.7208648934298,394.8181035943027,412.73105298366255,265.9625108147833,343.8788376777954,446.0860454402674
17142,352380201,Rennes,H,253.34931303573305,365.046627952712,503.2424408793989,766.126665489938,863.2419582282675,259.7242568832191,0.0,138.60123431687302,1010.2220579935886,493.8977151283639,408.6634827730895,180.44017440537917,408.9834531532128,369.9231446987616
17143,352380202,Rennes,H,290.9148471408242,323.64552143869065,451.6684555897968,719.9984710557002,1527.5039553169818,214.5458882317896,0.0,295.5875734119098,1213.21152968242,638.1190855507763,190.57838022896888,70.91627341859459,632.3646811099121,487.4996153712017
17144,352380203,Rennes,H,106.09068374677258,327.27388576750553,456.77423295100834,402.07697548104073,740.1715396038841,94.24954277881498,0.0,184.7106146778912,720.9883551361722,309.81716035352235,154.81324498770252,45.97370778117326,212.01212215258596,498.3216552399789
17145,352380204,Rennes,H,129.2832998679029,272.7707606924094,361.713851734719,451.3881625354709,881.7506566303488,204.01524802434005,0.0,95.96559289087593,817.3924140551786,365.9576812098545,404.1366716759222,115.2608559377188,204.4826015080627,297.7261622075783
17146,352380205,Rennes,H,104.99729933513954,391.6428504246289,429.817575354745,360.13566677594287,530.0024301011362,203.31031207259397,0.0,68.81900960948548,662.1806341751067,349.4002364331163,289.5601564005576,96.82493470113756,199.64406101249523,353.4771017322877
17147,352380206,Rennes,H,202.84688783232355,430.8580703223204,396.7000897428224,535.6011247858011,793.0926898418477,223.7969649477658,0.0,84.76724562187793,683.386404195481,556.5891354462048,420.0035963020016,226.1164982749708,233.9446959312688,378.088251701076
17148,352380207,Rennes,H,273.2498981181627,463.8257972663063,705.8752693427167,820.7014348449783,939.1920345286812,319.3783951511374,0.0,102.36340835799464,895.1580779859968,857.3148488541259,579.4582586018416,205.4499838935384,370.76317094473,511.7150806137555
17149,352380208,Rennes,H,202.2457824162692,587.3839813654824,749.9302936333514,770.829493528667,847.0285609094781,304.21135691025046,0.0,133.83806287347295,935.1554558324582,589.8655772431827,498.6098280732717,237.50884814757745,547.7942053662151,518.8574912273202
17150,352380209,Rennes,H,326.9856614059178,522.7821374798987,563.4345281052464,628.2068366776141,878.5627650743186,419.8214558326394,14.10959018455916,131.5319927818623,777.9202443077397,715.8314202961188,522.4366207849586,410.3207632910712,290.894461206759,476.7482917225661
17151,352380301,Rennes,H,418.395205502564,731.8155394827787,937.044765249392,1003.084912816246,702.2781436284872,336.8099686742545,6.93559295218538,168.2231910826278,1105.5264528833193,765.424183937443,554.4819147799712,196.9730376686703,653.4455719474727,678.4185901020327
17152,352380302,Rennes,H,309.53366056688526,327.97945349343485,501.5689825775541,548.1908822098827,432.8443371595656,202.2069832154046,1.00872329222954,24.57470940317074,596.4381573813388,454.4998141209724,248.33229782322505,145.63998423370802,512.8040207470825,339.02659222100004
17153,352380303,Rennes,H,173.4819670795592,288.59972683738647,406.3378857753101,596.771551881648,500.190749116142,188.80447650161895,0.920209638438653,96.9748066818696,604.8444932367922,414.7863965820608,217.42546396922336,87.1269354135151,493.6498544691711,238.4581972005939
17154,352380304,Rennes,H,155.00927624057604,332.3727457484851,493.0163907866652,631.0864930996088,766.0459712854504,399.35886946352144,2.10732925202582,35.34108743461698,597.7856313399468,367.9610347213838,522.8264964360607,293.2141688268417,569.8027644112177,387.8512342022135
17155,352380305,Rennes,H,137.0837999706004,382.844817310637,403.8353227858925,539.5425518459177,887.974747023402,323.0749146757718,0.0,90.03970161425104,567.1206957785877,762.4082661125882,314.2390180036735,352.62767145567244,248.5675409097353,339.3532597377133
17156,352380306,Rennes,H,120.83501254487886,279.62502886157256,320.15785365398045,491.2120609264726,819.6440102749496,228.91119983568046,0.0,82.90174753756426,419.741685578284,407.2918120065604,469.9740472500253,363.8577929326025,339.50089844147027,177.11718235102776
17159,352380401,Rennes,H,398.4882411982461,156.82040420318967,186.83127194859176,290.4511993329021,407.6645495445821,107.39766871256526,0.0,60.87653287483992,463.524599810873,267.74308187602225,144.8780942829812,72.69433123232395,218.5061322664564,319.4305625965802
17160,352380402,Rennes,H,291.1247443950754,452.30993631152336,533.4206627805164,835.6489940536616,1163.1166475661769,241.8026113364133,0.0,138.1401603586903,878.9701705218909,736.6243001293408,556.5193919870769,359.8439870017322,436.8422493699397,410.4833370746962
17162,352380501,Rennes,H,61.23014030588407,381.5663970614889,289.158386249705,262.42087467938313,579.3596464861429,633.7644856242815,2.13784190482762,41.52709663484414,206.683760028288,215.4733340578128,495.6824227777602,495.213611146541,364.7575363122482,386.0243275445634
17163,352380502,Rennes,H,71.02646872632553,309.5448625755424,216.0372605780418,148.74351467730258,695.2400465085847,680.4742620416004,21.417343318867797,21.37197728438277,46.83839857023604,111.7201395670818,544.540092789802,670.8856862134741,227.31409214740296,476.9786852161501
17164,352380503,Rennes,H,132.9124997712568,177.63313425703618,290.8827236297516,293.26374269467027,374.86446316409376,172.78407941245507,0.0,35.30762138521461,175.8852581719154,152.70038864225523,280.1808491483505,247.99032076847016,395.302526889026,154.97367792403165
17165,352380504,Rennes,H,175.64529253614944,437.76633061392886,515.0505782123654,590.9454157960297,756.652368437929,601.6904501042648,0.0,80.14175765753282,417.8626606656587,359.5856113576229,692.5620062130556,629.5943032424689,591.9393009377873,306.06479562654096
17166,352380505,Rennes,H,98.3695390485432,236.6590913455797,294.09232387242207,545.3092234089822,789.076447571829,109.70570550212193,0.0,82.35147579654944,569.2490647726654,407.51942361377365,289.1372873791168,143.9995647107386,417.737782510654,163.21773196598022
17167,352380506,Rennes,H,48.32311350470968,68.85565779887489,212.18664543131104,806.5080176403269,674.5623569934785,43.24602127553711,21.5755572677208,34.41403068814103,617.4199324802469,252.13749656884545,75.0427539873148,94.2968284130344,738.5836624535033,20.21155078543152
17168,352380507,Rennes,H,60.33720720131136,172.08357781479452,200.3767769467743,344.16614717989785,581.5943364636288,324.9791648440722,0.0,52.68290491349504,177.55643343837502,366.884707274222,395.4826520136822,216.6997554429887,375.1935266322972,99.03723073541892
17169,352380508,Rennes,H,117.70772636519756,395.3720029061319,399.6820009010539,513.081313299145,772.693726412461,569.3122726179411,0.0,56.26433971134876,387.6619554447489,558.5067873077536,736.0216923646484,370.7862219168306,394.8174301451728,263.7906156114273
17170,352380509,Rennes,H,59.69782819983541,197.5863138300294,303.84426110009343,706.4495291241773,830.3670084242211,203.40828592425697,0.0,44.95854490606063,642.7111893911521,318.1261062860151,337.9676910457439,176.13756467291378,645.9231131935179,135.52901710721014
17172,352380601,Rennes,H,376.5788093221541,287.9060616100128,483.4143057238152,671.0314698403746,1006.5147661090408,337.3471219892927,0.0,89.60865646209683,1046.0583998713705,576.1180218216545,405.88678250058,153.17102985334242,521.7468039829744,370.20284010267136
17173,352380602,Rennes,H,341.9552928892492,361.7609545146232,384.4707931092997,539.4841224033377,759.1892617039124,188.06640880250364,0.0,152.2515481003135,806.6973242708351,349.17371376972494,309.5598817269442,84.51576675378912,336.9801450389263,535.7484537623926
17174,352380603,Rennes,H,110.40991818369751,690.1116810685546,487.5661758026593,424.5249113758542,920.3665037639452,339.9796943430551,0.0,66.75632453192767,409.6611344989217,419.1979459756212,469.8942372658662,562.8520875556721,306.8553063914136,737.7418483183435
17175,352380604,Rennes,H,167.31309463018275,468.336373002898,328.3815227919255,538.5720235890849,698.3214874236642,191.7800892848791,0.0,63.15643861794433,596.7985534753616,357.19185522904115,392.12065380163887,297.5995639115646,226.6795469999263,459.1579786871576
17176,352380605,Rennes,H,5.526603073533522,379.57003684212697,382.3160924719129,94.0350910237809,22.422005759473315,7.684397563383924,0.0,0.0,104.79123221377588,26.90397959944221,74.86264974073521,29.951329995819425,0.0,655.0450351844388
17177,352380606,Rennes,H,354.697408048978,487.86132401068505,391.1317713436216,379.27445429934016,518.2726614842106,280.80147659499033,0.0,40.2531657635289,380.31871308143263,326.9863606948846,419.9505639616341,314.4158012157956,183.89274077893208,746.2217502856179
17179,352380701,Rennes,H,223.4450115488043,385.008337437474,458.79591382695145,696.7407664543072,870.2217425984546,213.96832417310773,0.0,130.75573521273608,661.662705619181,672.546571759989,365.938600293894,293.2066348810827,496.1723191448581,227.89752912735835
17180,352380702,Rennes,H,186.32937526462345,357.74691765058435,336.37972346352933,408.1483562828534,757.7525471698564,346.4379988063748,3.12900385507428,71.10982175718198,459.8158078380119,454.590500026457,451.0251555490023,320.11458283789165,324.99004505630825,308.0200017178943
17181,352380703,Rennes,H,74.02082123624973,208.2598689579673,262.6113289810251,579.8576140973323,976.4596020431068,151.1988830592683,0.0,99.04314166103438,515.9568092762139,504.2043250162087,376.1881887859563,181.7452787583805,479.2955521183201,95.9748227588356
17183,352380705,Rennes,H,81.51563651007442,260.8093653932959,416.8447511854008,509.5073222905655,1377.1927483509394,441.7072327730165,0.0,119.0036320710477,503.2849950655711,812.0710370709842,581.9699440323722,538.0954399259143,367.25061046251386,165.90139787488914
17184,352380706,Rennes,H,61.06301709056278,247.4169929794906,386.6371510961444,825.2935446572986,1477.9758882080127,315.7286311931613,0.0,114.09133563630728,749.2900281426397,652.6105348607598,539.2882623717836,516.6757983703842,635.8303686926174,106.32889715017856
17185,352380707,Rennes,H,64.92878452199096,138.76285464508032,223.71558875297723,355.2367285084415,844.3788407280375,202.2595397544486,0.0,37.49485085364115,316.6297000168965,382.6700349696716,311.3099081996488,295.3026598607808,343.9381655851884,141.9370174251491
17186,352380708,Rennes,H,105.65649330623356,414.2071928724647,350.03564108151136,626.2999441468746,877.9999649943037,361.19091809431615,7.10762891825692,80.03104759283464,484.6143765521253,545.252268384914,491.6757856416211,393.54576090501183,542.7795082244357,190.38377827650453
17187,352380801,Rennes,H,217.05999649647543,245.0575043441176,264.3815651274238,593.0628202898827,874.2817726747863,124.6073220794778,0.0,78.45249402890012,603.0959610031822,350.26496470394795,411.4863202151134,333.90251302885304,385.9433978768648,155.3053301553021
17188,352380802,Rennes,H,157.66376370646898,131.80581926425018,300.24318203661835,454.3192445669714,928.3393879657798,172.74375768651723,0.0,80.1087876638082,430.6361665529277,483.4604293505777,294.87102375443686,249.42280609131288,535.6709513975625,70.94499041598009
