2900,2,Monday,10,45,26,Monday,10,52,47,False,-73.95736694335938,40.801753997802734,-73.9748764038086,40.77773666381836,1,2.02,10.0
2901,2,Monday,10,54,27,Monday,11,21,5,False,-73.8442611694336,40.72133255004883,-73.84546661376953,40.75489807128906,1,4.17,21.0
2902,2,Monday,10,55,46,Monday,11,3,55,False,-73.95536804199219,40.81997680664063,-73.93802642822266,40.804588317871094,5,1.69,8.0
2903,2,Monday,10,56,59,Monday,11,1,29,False,-73.94485473632812,40.82891845703125,-73.9316177368164,40.84635543823242,1,1.63,7.0
2904,2,Monday,11,0,13,Monday,11,6,17,False,-73.82733154296875,40.71269607543945,-73.8440170288086,40.72120666503906,5,1.1,6.5
2905,2,Monday,11,17,54,Monday,11,23,49,False,-73.93675994873047,40.83996200561523,-73.91220092773438,40.843204498291016,1,1.81,8.0
2906,2,Monday,11,20,39,Monday,11,28,10,False,-73.95220947265625,40.82374572753906,-73.96551513671875,40.80602264404297,1,1.41,7.5
2907,2,Monday,11,23,29,Monday,11,27,45,False,-73.84423065185547,40.72108840942383,-73.8550033569336,40.7225227355957,5,0.91,5.5
2908,2,Monday,11,51,41,Monday,11,54,58,False,-73.84429168701172,40.72133255004883,-73.8376235961914,40.72114181518555,1,0.45,4.0
2909,2,Monday,11,54,41,Monday,12,24,32,False,-73.95951080322266,40.80878448486328,-73.78253173828125,40.64867782592773,5,18.31,52.0
2910,2,Monday,12,8,44,Monday,12,16,7,False,-73.84554290771484,40.848426818847656,-73.85860443115234,40.8667106628418,1,1.83,8.5
2911,2,Monday,12,14,50,Monday,12,37,41,False,-73.83026123046875,40.71365356445313,-73.86248779296875,40.73041915893555,1,2.08,15.0
2912,2,Monday,12,14,50,Monday,12,54,1,False,-73.83026123046875,40.71365356445313,-73.7835464477539,40.64368438720703,1,9.57,27.5
2913,2,Monday,12,16,49,Monday,12,17,40,False,-73.83061981201172,40.71342849731445,-73.82643127441406,40.7121696472168,5,0.18,3.0
2914,2,Monday,12,17,46,Monday,12,32,22,False,-73.94271087646484,40.84074783325195,-73.98284149169922,40.763648986816406,1,6.72,21.0
2915,2,Monday,12,23,25,Monday,12,33,49,False,-73.95442199707031,40.82119369506836,-73.94700622558594,40.7999267578125,1,1.43,10.5
2916,2,Monday,12,53,30,Monday,13,3,53,False,-73.82998657226562,40.71404647827149,-73.87268829345703,40.734596252441406,5,4.48,14.5
2917,2,Monday,12,57,29,Monday,13,2,4,False,-73.9511947631836,40.82521438598633,-73.94548797607422,40.834903717041016,1,0.67,6.0
2918,2,Monday,12,58,14,Monday,13,0,50,False,-73.91907501220703,40.75884628295898,-73.91180419921875,40.75882339477539,1,0.53,4.0
2919,2,Monday,12,59,13,Monday,13,7,28,False,-73.93372344970703,40.8543586730957,-73.93683624267578,40.82996368408203,1,2.07,9.0
2920,2,Monday,13,11,15,Monday,13,29,40,False,-73.95228576660156,40.78974151611328,-73.92449951171875,40.76839828491211,2,5.02,18.5
2921,2,Monday,13,17,46,Monday,13,27,32,False,-73.84575653076172,40.8488883972168,-73.82601165771484,40.826622009277344,2,2.36,10.0
2922,2,Monday,13,18,43,Monday,13,42,42,False,-73.91203308105469,40.74419403076172,-73.77699279785156,40.64668273925781,5,15.23,42.0
2923,2,Monday,13,19,31,Monday,13,33,34,False,-73.84390258789062,40.72125625610352,-73.91293334960938,40.77410125732422,5,7.8,23.0
2924,2,Monday,13,29,33,Monday,13,51,26,False,-73.91769409179688,40.75393676757813,-73.98970794677734,40.73920822143555,1,5.14,19.0
2925,2,Monday,13,31,42,Monday,13,40,46,False,-73.84424591064453,40.72133255004883,-73.83052062988281,40.70750045776367,1,1.46,8.0
2926,2,Monday,13,37,19,Monday,13,46,10,False,-73.95780944824219,40.81111145019531,-73.94049072265625,40.83301162719727,5,1.81,9.0
2927,2,Monday,13,38,47,Monday,13,54,40,False,-73.86965942382812,40.74951934814453,-73.86571502685547,40.77096939086914,1,2.88,13.5
2928,2,Monday,13,41,57,Monday,13,50,45,False,-73.94269561767578,40.84115219116211,-73.92147827148438,40.86403274536133,1,2.75,11.0
2929,2,Monday,13,42,33,Monday,13,52,32,False,-73.92711639404297,40.75972366333008,-73.90560150146484,40.74524688720703,1,1.76,9.0
2930,2,Monday,13,46,7,Monday,13,54,58,False,-73.8453369140625,40.84891128540039,-73.83203125,40.878013610839844,3,3.27,11.0
2931,2,Monday,13,47,27,Monday,14,0,17,False,-73.93855285644531,40.79739761352539,-73.9188003540039,40.81638717651367,2,2.84,12.5
2932,2,Monday,13,48,56,Monday,13,50,45,False,-73.91157531738281,40.77549743652344,-73.90735626220703,40.77729034423828,1,0.42,3.5
2933,2,Monday,13,51,3,Monday,14,9,20,False,-73.84423065185547,40.72134017944336,-73.95503234863281,40.74430847167969,1,9.1,26.0
2934,2,Monday,13,51,27,Monday,13,56,3,False,-73.87972259521484,40.740966796875,-73.8687973022461,40.73929977416992,1,0.93,5.0
2935,2,Monday,13,52,10,Monday,14,2,4,False,-73.92386627197266,40.7529411315918,-73.9278335571289,40.7644157409668,1,1.87,10.5
2936,2,Monday,13,52,59,Monday,14,3,7,False,-73.92112731933594,40.86532974243164,-73.93290710449219,40.81408309936523,1,4.02,13.5
2937,2,Monday,13,57,22,Monday,14,5,27,False,-73.91217041015625,40.77528381347656,-73.87092590332031,40.77179336547852,1,3.34,12.0
2938,2,Monday,14,1,6,Monday,14,25,53,False,-73.91726684570312,40.76141357421875,-73.9602279663086,40.79813766479492,1,6.2,22.5
