6000,2,Saturday,23,1,56,Saturday,23,13,48,False,-73.93861389160156,40.80516815185547,-73.96074676513672,40.78099822998047,5,2.35,10.5
6001,2,Saturday,23,2,23,Saturday,23,10,59,False,-73.96392822265625,40.80778884887695,-73.9436264038086,40.82546615600586,5,1.87,8.5
6002,2,Saturday,23,2,31,Saturday,23,28,0,False,-73.94121551513672,40.80599212646485,-73.93323516845703,40.7673454284668,1,4.7,21.0
6003,2,Saturday,23,3,42,Saturday,23,16,57,False,-73.95006561279297,40.82672119140625,-73.90708923339844,40.83142852783203,5,1.56,9.5
6004,2,Saturday,23,6,11,Saturday,23,34,14,False,-73.92552185058594,40.76204299926758,-73.99925994873047,40.73010635375977,4,7.8,27.0
6005,2,Saturday,23,7,59,Saturday,23,32,39,False,-73.92567443847656,40.762115478515625,-73.91171264648438,40.69881057739258,5,8.43,27.0
6006,2,Saturday,23,8,34,Saturday,23,14,10,False,-73.84651947021484,40.75448989868164,-73.90127563476562,40.76768112182617,1,3.44,11.0
6007,1,Saturday,23,10,14,Saturday,23,23,7,False,-73.99272918701172,40.68342971801758,-73.98859405517578,40.69370651245117,5,2.2,11.0
6008,2,Saturday,23,10,15,Saturday,23,15,2,False,-73.88953399658203,40.73932266235352,-73.88565063476562,40.73882293701172,1,1.24,6.0
6009,2,Saturday,23,10,18,Saturday,23,10,49,False,-73.8465347290039,40.754554748535156,-73.84730529785156,40.75419616699219,1,0.04,52.0
6010,2,Saturday,23,10,49,Saturday,23,40,40,False,-73.9168930053711,40.76158142089844,-73.87130737304688,40.70427322387695,1,6.41,24.5
6011,2,Saturday,23,11,3,Saturday,23,19,57,False,-73.8473129272461,40.754188537597656,-73.85745239257812,40.73376846313477,1,2.75,10.5
6012,2,Saturday,23,12,27,Saturday,23,22,56,False,-73.99237823486328,40.7020263671875,-73.9727783203125,40.74343490600586,1,5.57,17.0
6013,2,Saturday,23,12,37,Saturday,23,26,4,False,-73.99434661865234,40.680965423583984,-73.9537124633789,40.68272018432617,2,2.91,12.5
6014,2,Saturday,23,15,43,Saturday,23,16,32,False,-73.88349151611328,40.74760055541992,-73.88050842285156,40.74792098999024,5,0.13,2.5
6015,1,Saturday,23,18,3,Saturday,23,21,48,False,-73.91654968261719,40.7578239440918,-73.91234588623047,40.764869689941406,1,0.7,5.0
6016,2,Saturday,23,18,27,Saturday,23,21,33,False,-73.9355239868164,40.679683685302734,-73.94927978515625,40.680419921875,1,0.67,4.5
6017,2,Saturday,23,20,3,Saturday,23,46,12,False,-73.83170318603516,40.70620346069336,-73.9201889038086,40.76839065551758,5,11.38,34.5
6018,2,Saturday,23,21,42,Saturday,23,46,36,False,-73.93954467773438,40.80522918701172,-73.9419174194336,40.8431396484375,5,4.64,21.0
6019,2,Saturday,23,23,22,Saturday,23,46,14,False,-73.84577178955078,40.75461959838867,-73.980224609375,40.770240783691406,1,12.39,35.0
6020,2,Saturday,23,23,27,Saturday,23,48,14,False,-73.88558197021484,40.74757766723633,-73.95745086669922,40.81111145019531,3,7.22,25.5
6021,1,Saturday,23,23,38,Saturday,23,36,16,False,-73.91360473632812,40.76542663574219,-73.9180908203125,40.74168014526367,1,2.2,11.0
6022,2,Saturday,23,23,45,Saturday,23,34,26,False,-73.95027160644531,40.68049621582031,-73.93498992919922,40.702396392822266,1,2.43,10.5
6023,2,Saturday,23,23,49,Saturday,23,31,26,False,-73.84425354003906,40.72138977050781,-73.81847381591797,40.73404312133789,1,2.22,9.0
6024,2,Saturday,23,24,42,Saturday,23,50,50,False,-73.8461685180664,40.75454330444336,-73.9658203125,40.67754364013672,2,13.7,39.0
6025,2,Saturday,23,27,26,Saturday,23,54,49,False,-73.84481811523438,40.75498580932617,-73.96923065185547,40.7612190246582,2,7.49,26.0
6026,2,Saturday,23,27,46,Saturday,23,41,39,False,-73.95408630371094,40.74281311035156,-74.00079345703125,40.7364616394043,1,3.77,13.5
6027,2,Saturday,23,28,21,Sunday,0,0,58,False,-73.84600067138672,40.75457763671875,-73.97489929199219,40.75923538208008,1,11.66,38.5
6028,2,Saturday,23,30,53,Saturday,23,54,56,False,-73.84999084472656,40.75347900390625,-73.97762298583984,40.77902221679688,1,11.77,34.0
6029,2,Saturday,23,33,19,Saturday,23,38,51,False,-73.82997131347656,40.7137336730957,-73.8247299194336,40.70560073852539,2,0.72,5.5
6030,2,Saturday,23,34,0,Saturday,23,43,0,False,-73.84591674804688,40.754638671875,-73.86045837402344,40.73981857299805,1,2.03,8.5
6031,2,Saturday,23,34,55,Saturday,23,51,43,False,-73.96775817871094,40.693267822265625,-73.98910522460938,40.72030258178711,3,3.3,14.5
6032,2,Saturday,23,34,58,Saturday,23,50,56,False,-73.99185180664062,40.70252990722656,-74.00725555419922,40.73366928100586,1,3.59,14.5
6033,2,Saturday,23,35,21,Saturday,23,48,13,False,-73.83365631103516,40.77157974243164,-73.8436508178711,40.68955612182617,1,7.64,22.5
6034,2,Saturday,23,40,4,Saturday,23,41,42,False,-73.92619323730469,40.76108169555664,-73.92842102050781,40.75606918334961,1,0.4,3.5
6035,2,Saturday,23,41,33,Sunday,0,0,18,False,-73.92115783691406,40.74326705932617,-73.90283966064453,40.70144653320313,2,4.8,17.0
6036,2,Saturday,23,44,17,Saturday,23,52,1,False,-73.94634246826172,40.71144485473633,-73.9510269165039,40.72435760498047,1,1.48,7.5
6037,1,Saturday,23,45,43,Saturday,23,50,19,False,-73.97917175292969,40.67840576171875,-73.98878479003906,40.67050552368164,1,0.8,5.5
6038,2,Saturday,23,46,58,Saturday,23,51,7,False,-73.94398498535156,40.78409957885742,-73.95250701904297,40.77312088012695,3,1.32,6.0
6039,2,Saturday,23,48,10,Sunday,0,9,26,False,-73.92464447021484,40.75628662109375,-73.98477935791016,40.710838317871094,1,7.76,25.0
6040,2,Saturday,23,48,29,Saturday,23,59,44,False,-73.92064666748047,40.7679557800293,-73.88520050048828,40.755516052246094,5,2.86,11.5
6041,2,Saturday,23,50,37,Sunday,0,1,12,False,-73.94120025634766,40.80577850341797,-73.96739959716797,40.80110549926758,5,2.08,9.5
6042,2,Saturday,23,51,16,Saturday,23,58,45,False,-73.84430694580078,40.721351623535156,-73.82796478271484,40.71086502075195,1,1.82,8.0
6043,2,Saturday,23,52,57,Saturday,23,58,45,False,-73.91797637939453,40.7652587890625,-73.92259979248047,40.75539016723633,1,1.13,6.0
6044,2,Saturday,23,54,0,Saturday,0,6,0,False,-73.84598541259766,40.7546501159668,-73.88446807861328,40.73786926269531,1,4.29,15.0
6045,2,Saturday,23,54,50,Saturday,23,57,30,False,-73.943115234375,40.78533554077149,-73.93284606933594,40.7966194152832,1,1.05,5.0
6046,2,Saturday,23,57,33,Sunday,0,10,3,False,-73.82443237304688,40.73428726196289,-73.85049438476562,40.72231674194336,1,2.64,11.5
6047,2,Saturday,23,58,18,Sunday,0,25,7,False,-73.96466827392578,40.68130874633789,-74.0006332397461,40.73214721679688,2,7.22,25.5
6048,2,Saturday,23,58,58,Sunday,0,6,31,False,-73.93234252929688,40.79642105102539,-73.95584106445312,40.80469131469727,2,1.47,7.5
6049,1,Saturday,23,59,14,Sunday,0,7,40,False,-73.98003387451172,40.67631530761719,-73.96421813964844,40.65208053588867,1,2.2,9.0
6050,VTS,Sunday,2,52,0,Sunday,3,2,0,False,-73.991957,40.721567,-73.993803,40.695921999999996,1,2.63,8.9
6051,VTS,Sunday,3,31,0,Sunday,3,38,0,False,-73.982102,40.736290000000004,-73.95585,40.768029999999996,3,4.55,12.1
