6052,VTS,Saturday,15,43,0,Saturday,15,57,0,False,-74.002587,40.739748,-73.86998299999999,40.770225,5,10.35,23.7
6053,DDS,Thursday,20,52,58,Thursday,21,14,0,False,-73.974267,40.790955,-73.996558,40.731849,1,5.0,14.9
6054,DDS,Saturday,16,18,23,Saturday,16,24,56,False,-74.00158,40.719382,-74.00837800000001,40.72035,1,0.4,3.7
6055,DDS,Friday,22,35,59,Friday,22,43,35,False,-73.989806,40.735006,-73.985021,40.724494,2,1.2,6.1
6056,DDS,Wednesday,8,55,57,Wednesday,9,5,42,False,-73.98405,40.743544,-73.98026,40.748926000000004,1,0.4,5.7
6057,VTS,Sunday,4,31,0,Sunday,4,36,0,False,-73.99263499999999,40.748362,-73.99558499999999,40.728307,1,1.72,6.1
6058,CMT,Monday,16,29,2,Monday,16,40,21,False,-73.96969,40.749244,-73.990413,40.751082000000004,1,1.6,8.7
6059,CMT,Monday,18,53,13,Monday,18,57,45,False,-73.955173,40.783044,-73.958598,40.774822,1,0.7,5.9
6060,CMT,Monday,8,15,38,Monday,8,16,44,False,-73.986824,40.750893,-73.98411800000001,40.751437,1,0.3,2.9
6061,CMT,Monday,6,21,43,Monday,6,28,41,False,-74.0061,40.748432,-73.978437,40.762481,1,2.3,7.7
6062,DDS,Tuesday,13,44,2,Tuesday,13,52,43,False,-73.983339,40.744782,-73.98116,40.720835,2,2.1,7.3
6063,CMT,Monday,16,19,53,Monday,16,26,48,False,-73.97351,40.76028,-73.96293299999999,40.775119000000004,2,1.2,6.7
6064,CMT,Monday,17,22,16,Monday,17,27,25,False,-73.984426,40.75748,-73.982519,40.767165000000006,1,0.8,5.9
6065,CMT,Monday,16,2,52,Monday,16,18,43,False,-73.991064,40.727654,-73.945771,40.77765,1,4.5,13.9
6066,CMT,Monday,12,15,6,Monday,12,27,58,False,-74.001678,40.7473,-73.978957,40.750394,1,1.7,8.5
6067,CMT,Monday,7,49,57,Monday,7,54,11,False,-73.982457,40.731475,-73.973011,40.743387,1,1.0,4.5
6068,DDS,Friday,23,57,34,Saturday,0,12,40,False,-73.992554,40.724476,-73.95306500000001,40.777555,2,5.0,13.3
6069,CMT,Monday,10,23,13,Monday,10,33,56,False,-73.990089,40.759027,-73.983974,40.746938,1,1.3,7.3
6070,CMT,Monday,11,1,5,Monday,11,11,19,False,-73.945893,40.773608,-73.965765,40.764683000000005,1,1.6,7.3
6071,DDS,Tuesday,14,38,38,Tuesday,14,50,57,False,-73.969387,40.749159000000006,-73.976872,40.758792,1,1.4,6.9
6072,CMT,Monday,11,29,40,Monday,11,37,4,False,-73.952267,40.766205,-73.96959100000001,40.762840999999995,1,1.3,6.5
6073,DDS,Friday,0,12,44,Friday,0,23,41,False,-73.977986,40.746056,-73.949086,40.781537,1,2.9,9.3
6074,CMT,Saturday,1,34,33,Saturday,1,35,10,False,-73.95657299999999,40.716945,-73.958689,40.714976,1,0.1,3.0
6075,CMT,Saturday,17,8,30,Saturday,17,16,31,False,-73.999303,40.754142,-73.98485,40.753539,1,1.0,6.1
6076,CMT,Monday,9,43,32,Monday,10,2,28,False,-73.991284,40.761803,-73.987076,40.729314,1,3.0,11.7
6077,CMT,Sunday,1,4,38,Sunday,1,9,19,False,-73.97698299999999,40.747167,-73.96445899999999,40.758917,2,1.2,5.8
6078,CMT,Monday,14,38,59,Monday,14,58,45,False,-74.012823,40.707815999999994,-73.990152,40.75033,2,3.3,12.9
6079,CMT,Monday,8,31,55,Monday,8,37,50,False,-73.977937,40.745919,-73.983609,40.755051,1,0.9,5.3
6080,CMT,Monday,13,7,15,Monday,13,16,27,False,-73.977278,40.7585,-73.967039,40.769653000000005,1,1.1,6.9
6081,CMT,Saturday,3,31,36,Saturday,3,39,45,False,-73.988312,40.723245,-74.01042199999999,40.713962,1,1.7,7.4
6082,CMT,Monday,18,53,5,Monday,19,0,27,False,-73.958682,40.783139,-73.961333,40.768295,1,1.4,7.5
6083,CMT,Monday,19,39,26,Monday,19,49,41,False,-73.993945,40.746683000000004,-73.988737,40.727086,2,1.9,9.1
6084,DDS,Monday,21,26,3,Monday,21,51,42,False,-73.97770200000001,40.786721,-73.884155,40.759258,4,8.7,22.1
6085,DDS,Thursday,16,2,20,Thursday,16,8,33,False,-73.983837,40.761285,-73.973248,40.758684,2,0.6,4.9
6086,CMT,Saturday,2,48,37,Saturday,3,1,5,False,-73.95124399999999,40.774885999999995,-73.91801600000001,40.774807,2,5.2,14.2
6087,CMT,Saturday,2,7,8,Saturday,2,24,19,False,-73.99725,40.721315000000004,-73.983699,40.660421,1,5.1,15.4
6088,DDS,Sunday,15,10,51,Sunday,15,17,53,False,-73.956192,40.813521,-73.96401,40.799726,2,1.3,6.1
6089,CMT,Tuesday,1,30,9,Tuesday,1,39,48,False,-73.949016,40.785981,-73.988428,40.750479,1,3.7,10.6
6090,CMT,Saturday,17,5,38,Saturday,17,21,38,False,-73.990612,40.734878,-73.940839,40.718453000000004,1,4.5,13.3
6091,DDS,Wednesday,14,38,5,Wednesday,15,9,51,False,-73.997316,40.7361,-73.871434,40.77377,1,10.0,26.1
6092,CMT,Saturday,2,27,6,Saturday,2,33,6,False,-74.00001999999999,40.726688,-74.011449,40.707877,1,1.6,6.6
6093,CMT,Tuesday,0,23,15,Tuesday,0,26,49,False,-73.991614,40.740965,-74.005948,40.736340999999996,1,1.0,5.4
6094,CMT,Monday,19,4,42,Monday,19,8,23,False,-73.993521,40.762266,-73.98886800000001,40.774337,1,1.0,5.5
6095,DDS,Tuesday,14,28,55,Tuesday,14,54,8,False,-74.001485,40.727884,-73.936199,40.843387,2,9.8,24.5
6096,CMT,Monday,22,11,53,Monday,22,18,35,False,-73.983659,40.770337,-73.96021400000001,40.770241,1,1.6,7.0
6097,CMT,Tuesday,6,7,41,Tuesday,6,25,44,False,-73.954312,40.773098,-73.864738,40.770322,1,9.3,21.7
6098,CMT,Tuesday,13,5,14,Tuesday,13,15,14,False,-73.96508299999999,40.754974,-73.97028900000001,40.759571,1,0.5,6.5
6099,DDS,Sunday,7,49,21,Sunday,7,55,33,False,-74.00404300000001,40.742055,-74.004754,40.752029,2,1.6,6.1
