,IRIS,LIBCOM,TYP_IRIS,P16_POP0014,P16_POP1529,P16_POP3044,P16_POP4559,P16_POP6074,P16_POP75P,C16_POP15P_CS1,C16_POP15P_CS2,C16_POP15P_CS3,C16_POP15P_CS4,C16_POP15P_CS5,C16_POP15P_CS6,C16_POP15P_CS7,C16_POP15P_CS8
1161,026910207,Saint-Quentin,H,287.3820144537749,263.43996925675697,238.36256682396976,272.9367868799592,354.82211996202267,221.6994354535584,0.0,26.354464750591323,24.614525489106377,65.78920103585718,223.90900400767688,231.16420041790388,491.4910433337931,287.9384393413383
1162,026910208,Saint-Quentin,H,244.0854383833048,233.97785062099808,278.9657763084539,297.7259127671608,294.86612172741087,151.6431348309086,0.0,46.40507463425412,97.44514286706628,231.9924778967496,174.73973619544878,106.68724980092364,392.1623786931274,207.74673616736249
1163,026910209,Saint-Quentin,H,275.3744869957816,352.2013183467097,347.7750229025967,340.9761377300879,411.19174753860176,379.46080542636014,0.0,40.33991072207426,176.2903796217959,200.6318918021894,216.80417143873223,192.46739333613456,712.7638411790729,290.30746087495413
1165,026910301,Saint-Quentin,H,413.6313610758172,522.1591693072809,455.235866996753,350.04209092323885,266.8494224627492,152.59731859753506,3.09033848946708,59.3256750515663,122.56695812961316,200.55251738572545,367.0779780402149,233.5754742914833,393.4538517300832,359.2411432917929
1166,026910302,Saint-Quentin,H,295.34493375643626,317.94519380444905,371.2412458215317,356.35722384375504,310.6113788456086,220.72482903477902,0.0,32.80845482996317,60.64798531097954,205.96320448178733,259.66754063271145,242.47692244731763,500.7743293882238,274.5414342591405
1167,026910303,Saint-Quentin,H,422.61030537246296,404.1619593244964,350.56367967290214,528.3663738166985,588.2274675977309,214.11104692095543,0.0,28.64815925424041,28.747533639603454,131.77869477836967,365.0394170837544,348.57943675132515,735.9899413430616,446.6473444824286
1168,026910304,Saint-Quentin,H,775.2817491271963,718.2138386298639,656.2901446297478,662.7159226642477,581.9171438189835,368.39135376074495,0.0,72.91303844517942,65.5332350649059,324.64668699971367,443.93915151212906,555.096894991213,846.3856006666962,677.0138128543477
1169,026910401,Saint-Quentin,H,603.3498386142148,571.8132023049126,509.698033808712,621.8102906346528,433.7114888699092,196.09611029722618,6.087451504694,33.81921790693062,73.69888993275895,210.62088952586225,468.7457108581788,439.1942270817615,538.803575177103,564.1591468975265
1170,026910402,Saint-Quentin,H,410.46652090025134,445.2690168137286,477.74058143905785,360.86516481501366,277.1286147289719,86.12609542433198,0.0,38.192476248287576,57.8276596397309,209.1304922782108,288.4929962920262,331.94056325232486,348.462764834897,374.082512160328
1171,026910403,Saint-Quentin,H,374.40628464930313,403.3949255202221,322.33429562092084,472.90868142448215,421.88154706561744,246.63227174996217,3.0017646529302,30.0777693825756,41.11135134691154,201.3427587587634,316.936005766735,307.0500363687171,635.6044789729342,331.0275646469363
1172,026910501,Saint-Quentin,H,574.6793408198527,483.67404690414,449.2369676795069,441.4383637451901,359.7521039089546,303.9296142332195,0.0,49.40878674644626,27.42297375359434,197.7372140497939,361.5134309072267,389.5925983383126,602.8901724713809,411.4659031736592
1173,026910502,Saint-Quentin,H,263.71491777643087,270.6644937879985,275.79580620623057,250.5902692384664,218.4015601683088,142.39717640096072,5.32169172737152,29.28412377769311,65.43376551557292,156.00493364347386,186.7206529921712,157.86236922432556,333.35255569930735,223.86921322204935
1174,026910503,Saint-Quentin,H,576.7947483999517,520.3567828571958,426.74929983926864,376.5539335001343,324.2874267601993,179.25019977022964,0.0,16.92394481599071,23.02487628726675,128.27175820315762,316.5111791082842,392.2046081650314,423.5355977111846,523.60582315888
1175,026910504,Saint-Quentin,H,321.0425947516068,377.8789302339938,268.00496632172496,451.46831055490566,435.4522006677941,457.8834289457146,3.09927458741977,9.34414038659885,42.03687245583002,185.74346668838064,268.2274314406225,237.9819697713746,828.601028745766,418.6536271022448
1177,026910601,Saint-Quentin,H,759.4633830600775,739.1025312285809,662.7752710723352,692.0676329479326,527.9284363916637,235.63493533306718,3.06983944563078,85.20884933938089,132.85600739155822,371.593343147597,515.3325724605069,471.9958626375352,672.3606331164209,607.0916824043522
1206,027220101,Soissons,H,652.2843490234387,438.5177456709016,470.2908208342413,395.9197547632576,314.227421073686,244.24965303923713,0.0,46.41495944540576,18.52631040427058,118.20495023720838,299.9226533963154,327.15278568820065,490.5824711001018,562.401265109821
1207,027220102,Soissons,H,489.5821602722313,353.513885160941,305.4768301393208,267.3859367609723,165.91688911833603,35.36082465407242,0.0,13.564148067742735,4.82147475338395,36.527978731786725,160.2022986515282,308.19038733409434,169.80674014693486,434.5413381481718
1208,027220103,Soissons,H,510.771790261276,452.0284809514173,399.5224242276813,303.4535846570456,208.46930480261588,79.88413660427868,0.0,13.51527202739863,13.30569842977681,95.48780702019636,298.342352881808,323.5088337481869,268.083780680077,451.6651783352947
1209,027220201,Soissons,H,321.8636852580996,333.661304594933,325.5447668396462,321.64612939874337,314.55591240737954,256.4869098372747,2.43670046681435,25.70516349850968,60.78349391069068,140.4004852245129,228.3084158170578,284.3376471251674,528.2792169812191,281.6439000540049
1210,027220301,Soissons,H,195.32266897727555,219.56861344571325,246.8887154723689,440.8243657591473,452.0886393070837,316.89263635561565,5.60528456615472,51.14803890201341,162.54759413529695,226.51833237950004,219.6095189723368,127.221342663664,656.9785645469491,224.6948874483921
1211,027220401,Soissons,H,359.3816033779607,331.940725793345,401.97333015389006,441.57789813654216,376.7895641911086,271.394384757377,0.0,21.9621011379467,31.79327296892384,127.80686007799537,355.3577324657896,352.8814834997836,541.1748005356103,392.6996523462134
1212,027220501,Soissons,H,316.5104524541392,361.6189840419509,324.8157489396032,467.2098275417288,506.5198550838805,375.57892174749475,0.0,63.73482371902284,168.50692881556174,265.1315849487737,264.6734781142088,148.82304607747142,736.5270063236663,385.3062194269681
1213,027220502,Soissons,H,370.9419860744033,541.5494028204117,360.0372446093504,550.1902459581718,423.4001124975263,449.4927699896553,2.64478943627423,29.03004950006564,141.7491554659095,305.1745721118169,346.33077026315146,317.7479898895673,780.8778410541717,399.07950701773353
1214,027220503,Soissons,H,490.778924863905,643.2378757584801,536.1239333744081,458.3019387352657,387.7090266953013,353.7937348966744,11.87809042891794,87.72950576917715,228.1053998099992,338.1108811616519,305.7171958569449,314.01745854202755,605.5083403945509,480.5629001772152
1215,027220601,Soissons,H,590.8904518111847,323.1311041309466,372.8713170154242,262.2654457657392,197.3242808372383,61.26173758450535,0.0,33.78306225916794,17.64207728646266,58.11008298182394,164.3223808442856,291.8272064694998,234.87774472281856,416.2913307697951
1216,027220701,Soissons,H,454.7288583356264,415.4920448490867,450.95350231115344,451.08886585859136,451.57164568903386,186.57234906851374,0.0,42.70434797008416,138.85936140393306,246.9678548313651,390.0005527882702,279.05745632144755,540.0391072993114,303.04962826848805
1217,027220801,Soissons,H,341.5561194216384,371.83665560645,310.2560903449446,472.3025996464692,277.27794292872403,159.87651811528582,1.02733831406528,31.07117363958631,57.61955577556757,199.3451565810824,283.84997355410667,321.53826765222175,377.6676649701533,324.4079816970175
1218,027220901,Soissons,H,353.47190732029384,456.3179702653757,486.037341006163,372.671951877358,379.3141874886416,333.8602805608053,2.60988660408628,56.31058029857692,174.8438954408676,227.41956769165495,258.7022606802704,312.04276104287027,602.1352442949977,389.49286977008296
1234,027380101,Tergnier,H,278.7968158474163,216.43020546969663,254.91813788613143,236.525161701957,220.48000837281384,141.62252021651304,0.0,5.2220300702256,10.77989455415228,106.38552923099876,176.66247553047995,212.18084511726585,325.29723062735496,233.4480285166346
1235,027380102,Tergnier,H,313.03321888759524,377.5546347931993,300.57664098164173,299.48829433229463,126.1921581299666,92.70345865244927,0.0,15.55853164108284,26.26956444622759,115.81654048608048,235.85232097003964,275.51626056061593,205.1884312178676,322.31353756763747
1236,027380201,Tergnier,H,364.5930671254227,429.2343442657804,321.080799903731,546.8365358316021,433.8035007855818,201.77134983305805,0.0,21.25747430483036,36.54672917180826,198.85444995385657,356.1284026046747,354.8616485783968,580.4113083389884,385.72537750717777
1237,027380301,Tergnier,H,453.03924389943023,400.7214720041694,406.5117509845471,465.7108865918549,410.10451691597257,257.48632682369316,0.0,43.93605474225136,41.62243346272186,196.61371470952284,303.0794199769718,297.9452190922556,615.179754316996,442.1583570195178
1238,027380302,Tergnier,H,615.5110844031475,482.49823579349663,524.6889383802829,466.9591871199584,399.0297837273115,273.1479086717193,0.0,54.66424807200108,68.46741723043154,168.4447530783474,368.03808963046833,395.2462348708012,599.3338304855201,493.0999777406513
1239,027380401,Tergnier,H,586.1901613692075,554.510810138177,541.9088075377365,669.1784842117434,564.0416420357726,314.1199063749278,0.0,46.71622825306854,54.98605823437108,299.8948375655892,495.2460768337198,474.4665604448452,795.7323469637892,476.7175420029744
1310,028100102,Villers-Cotterêts,H,413.72790246104137,332.64793525498,397.42835635835706,410.8623020322428,377.630715087657,233.206263698443,5.89592074938737,29.98140850243525,99.89745293159044,178.1428895662278,317.82926165386283,359.5532590872635,516.5750540832573,255.89982329287383
1311,028100202,Villers-Cotterêts,H,476.6448674671002,566.3021285336446,486.4126542267586,548.5112853732459,456.1289851617761,272.2538003952498,2.65606896736729,58.624343362992434,134.513060157385,356.1939340142652,410.0481572285677,448.5365756696825,605.7432945750497,312.2934615957634
1312,028100302,Villers-Cotterêts,H,654.2898598409796,540.1242505438149,604.2096226348556,685.8375320625646,389.9359310392545,243.26603657589735,3.995272195407456,62.45208923053466,104.60479522214874,371.4662464445952,448.388187720964,523.097553063036,580.3856205386908,346.98452980977623
1313,028100401,Villers-Cotterêts,H,630.141371192261,627.1753374950027,515.7388785641717,481.1694900539951,233.4542800330671,116.90021391363996,3.53560822766766,12.03825039663766,44.54817173205932,231.51456230274687,402.97966187725285,511.4970507835559,294.3598605781713,473.965034161785
1358,030230101,Bellerive-sur-Allier,H,348.9661242238432,303.28708376231657,313.476239868515,441.1704296261556,480.4666321183867,425.46641320395076,0.0,19.8954625858551,149.47448234164722,214.61931909487237,270.0332664279061,179.78780550819863,849.8491597650725,239.30015594080496
1359,030230102,Bellerive-sur-Allier,H,216.80965002423864,200.45245555188367,251.31921506802803,367.826188658208,402.29904657229366,374.83009217642274,0.0,44.81318733468265,79.97587638524726,144.37106574207257,270.9035875529271,130.21473223181846,730.2025771601961,119.7693031485787
1360,030230103,Bellerive-sur-Allier,H,235.1706860997736,244.14473165612344,274.0629724023686,367.9306002519382,422.3897385391329,234.18201721482478,5.0631634808607,59.86146029303317,145.08104895858764,184.6746592567674,194.72136719324524,184.70768126229797,568.1224353514771,228.61150403880285
1361,030230104,Bellerive-sur-Allier,H,346.5674154647542,273.7986030918665,380.8045138476496,463.7555665170684,606.3195741232086,525.5040099370476,10.0000000000001,114.9741566899051,179.6917432924362,214.3804841977718,209.516836535484,179.97557997499834,1091.987612340477,238.9742337619897
1420,030820101,Commentry,H,384.0,250.0,356.0,458.0,462.0,218.0,10.0,95.0,50.0,215.0,275.0,205.0,680.0,220.0
1421,030820102,Commentry,H,237.0,328.0,292.0,434.0,478.0,412.0,0.0,30.0,25.0,155.0,320.0,290.0,865.0,250.0
1422,030820103,Commentry,H,238.0,235.0,271.0,418.0,462.0,329.0,0.0,50.0,30.0,150.0,280.0,260.0,735.0,225.0
1435,030950101,Cusset,H,359.2507483987099,369.5935613059552,307.21492058963406,389.1670119695748,347.9174235774224,525.7515875341746,5.63804920890498,61.48186147132008,42.1379009699266,144.38708433706643,324.56122247198385,223.67074552789188,734.8650341212547,406.3562529014516
1436,030950102,Cusset,H,216.5981764678961,222.5595164493959,203.3762828998512,461.0905069509266,415.8857833954313,187.87843697907869,0.0,62.86171395455745,74.21061059177423,180.9282457244224,213.59095522859675,220.63735408833065,549.369276681337,188.24858497950532
1437,030950103,Cusset,H,481.38069742796,787.5514114680213,444.3304833288833,531.3416607244268,423.4847824443813,256.2301758420039,0.0,44.46406095138055,75.70794389183911,285.399394893368,474.2485689824358,396.05760857883627,632.0468750560655,538.5933649139452
1440,030950111,Cusset,H,314.8565792751972,279.3335380741234,296.346712530456,447.4258840199919,408.07670645453976,341.51859149214204,0.0,63.41835781703508,89.4579602025641,171.18284205866112,274.2187126930772,205.76908295865184,694.9981235614301,274.4912247993085
1446,031010101,Domérat,H,386.362727351306,335.9221628921957,386.35377480990377,594.2505475590262,706.2574278415663,464.13555640471503,5.04495170005124,95.67503147292965,75.6742755007686,322.8769088032794,368.2814741037405,287.56224690292066,1019.0802434103504,297.3835740609573
1447,031010102,Domérat,H,439.919788244469,387.452290563936,392.4972422639872,682.077469846929,713.3561703872467,426.79396128293354,0.0,55.49446870056364,65.58437210066612,332.96681220338183,388.4612809039455,312.78700540317686,1109.844611304262,368.2814741037405
1448,031010103,Domérat,H,405.1843946968149,338.7790356255846,415.4443963835592,626.3860452355168,768.7253035081796,349.1017051021443,20.17980680020496,110.85464928009434,90.80913060092232,338.01176390343306,332.87728678935986,226.93330108828383,1003.9006256031856,377.96851314074416
1465,031180101,Gannat,H,541.4474270987193,529.0994763553513,512.4310815216414,584.4909267969877,514.4479200835459,545.5803475215597,20.01687437483164,100.0843718741582,70.05906031191074,255.2151482791034,390.329050309217,425.3540680949346,970.9237232907918,435.3889682390119
1466,031180102,Gannat,H,412.34490469938834,405.6566253605388,400.3356825485369,539.450252031474,498.4183669852118,352.2969889970362,10.00843718741582,80.06298512908882,125.10546484269776,215.1768871592024,320.26998999730625,315.031196006425,755.6370076498944,344.8174198012613
1531,031850101,Montluçon,H,332.5344866447944,584.4932493333329,439.12708003267215,461.6825884102824,411.1971319134679,447.36431361322445,0.0,92.47393617946396,255.2941692448773,313.4702976910284,285.1543833051126,230.9273660459832,724.4331490366112,454.1111173224232
1532,031850102,Montluçon,H,305.7788867232998,483.1352888481171,435.3442691029825,398.6146236379608,379.7828370837648,443.32115824942264,2.94984086752577,49.39878560929666,142.3935431847526,273.7876906491963,341.02365930060205,207.0012580703942,738.0272677256793,379.6161037535413
1533,031850103,Montluçon,H,199.9277608731769,267.4689852273972,284.28201533097075,303.37956694396195,355.9822090638473,217.51579454725282,0.0,20.52615981761024,66.78082329360262,174.1859256299089,291.974097018557,148.4045105765402,507.7816076917478,219.97545171233995
1534,031850104,Montluçon,H,234.90467746952007,247.68485684351276,253.58612134782564,256.8512059820152,282.24588247235727,202.88376334020344,0.0,36.54663383727241,50.49651858595532,136.8493809110346,218.22959492505956,208.48147054253369,428.8860418293606,163.7621893546981
1535,031850105,Montluçon,H,268.2884364456941,265.96435379454846,222.9196975282482,344.7036123093276,292.2033375311051,276.64204975538325,0.0,35.44869872738313,17.69970447759774,100.32931517024304,205.1660326347775,219.7245287906306,505.68758308315046,318.37718803483017
1536,031850106,Montluçon,H,415.1294432807173,627.40613236652,508.9701468916536,509.30734525489737,517.1671392466167,539.7251486969524,0.0,63.59541748617099,94.13275067717318,199.80729673563,470.5746694622508,403.5887377666753,984.433391323612,486.4436490051279
1538,031850108,Montluçon,H,417.7324560469288,477.4772896973775,482.57459262538674,452.7468017919707,430.4803828930507,298.43713504561293,3.14795687490469,32.83508573066931,141.47702908756793,344.44873168275456,412.9688850791474,276.3728946566487,649.5518636444551,265.9136858941011
1540,031850110,Montluçon,H,394.5024808406563,344.47932339599254,423.7558754824316,636.0786223970571,681.7993983949401,396.3445622342565,3.21494420704313,49.97814174940385,196.03375369373344,298.40788927455645,420.8031761376558,244.18321952812792,986.4009754222452,283.4356818919121
