region;class_age90;jour;hosp;reanimation;retour dom;deces;;;;;;;
53;59;09/04/2020;64;28;69;1;;;;;;;
53;69;09/04/2020;96;44;78;14;;;;;;;
53;79;09/04/2020;129;43;89;22;;;;;;;
53;89;09/04/2020;105;4;37;47;;;;;;;
53;90;09/04/2020;47;0;10;25;;;;;;;
75;0;09/04/2020;792;241;789;173;;;;;;;
75;9;09/04/2020;0;0;0;0;;;;;;;
75;19;09/04/2020;2;0;11;0;;;;;;;
75;29;09/04/2020;6;2;49;1;;;;;;;
75;39;09/04/2020;15;5;68;0;;;;;;;
75;49;09/04/2020;37;14;98;1;;;;;;;
75;59;09/04/2020;87;43;150;8;;;;;;;
75;69;09/04/2020;172;77;150;12;;;;;;;
75;79;09/04/2020;175;75;115;38;;;;;;;
75;89;09/04/2020;194;21;92;75;;;;;;;
75;90;09/04/2020;95;0;38;37;;;;;;;
76;0;09/04/2020;992;328;1081;203;;;;;;;
76;9;09/04/2020;0;0;0;0;;;;;;;
76;19;09/04/2020;2;1;7;0;;;;;;;
76;29;09/04/2020;8;2;60;1;;;;;;;
76;39;09/04/2020;17;5;98;0;;;;;;;
76;49;09/04/2020;63;17;143;1;;;;;;;
76;59;09/04/2020;120;57;229;7;;;;;;;
76;69;09/04/2020;212;104;194;18;;;;;;;
76;79;09/04/2020;261;113;208;44;;;;;;;
76;89;09/04/2020;225;26;99;98;;;;;;;
76;90;09/04/2020;83;3;27;34;;;;;;;
84;0;09/04/2020;2962;720;2508;685;;;;;;;
84;9;09/04/2020;0;0;0;0;;;;;;;
84;19;09/04/2020;8;1;20;0;;;;;;;
84;29;09/04/2020;24;5;123;0;;;;;;;
84;39;09/04/2020;47;11;206;4;;;;;;;
84;49;09/04/2020;108;28;295;8;;;;;;;
84;59;09/04/2020;277;106;451;21;;;;;;;
84;69;09/04/2020;529;245;472;38;;;;;;;
84;79;09/04/2020;738;262;465;161;;;;;;;
84;89;09/04/2020;796;45;334;294;;;;;;;
84;90;09/04/2020;386;2;79;145;;;;;;;
93;0;09/04/2020;1748;426;1841;286;;;;;;;
93;9;09/04/2020;0;0;0;0;;;;;;;
93;19;09/04/2020;6;1;30;0;;;;;;;
93;29;09/04/2020;32;5;138;1;;;;;;;
93;39;09/04/2020;52;8;185;1;;;;;;;
93;49;09/04/2020;89;24;293;3;;;;;;;
93;59;09/04/2020;240;75;383;15;;;;;;;
93;69;09/04/2020;348;109;341;21;;;;;;;
93;79;09/04/2020;429;146;229;69;;;;;;;
93;89;09/04/2020;376;35;156;117;;;;;;;
93;90;09/04/2020;144;3;51;56;;;;;;;
94;0;09/04/2020;88;19;112;34;;;;;;;
94;9;09/04/2020;0;0;0;0;;;;;;;
94;19;09/04/2020;1;1;4;0;;;;;;;
94;29;09/04/2020;0;0;14;0;;;;;;;
94;39;09/04/2020;2;1;12;0;;;;;;;
94;49;09/04/2020;4;0;15;1;;;;;;;
94;59;09/04/2020;12;3;21;1;;;;;;;
94;69;09/04/2020;13;7;18;2;;;;;;;
94;79;09/04/2020;25;5;11;7;;;;;;;
94;89;09/04/2020;22;2;9;18;;;;;;;
94;90;09/04/2020;9;0;5;5;;;;;;;
1;0;10/04/2020;33;19;50;10;;;;;;;
1;9;10/04/2020;0;0;0;0;;;;;;;
1;19;10/04/2020;0;0;0;0;;;;;;;
1;29;10/04/2020;0;0;1;0;;;;;;;
1;39;10/04/2020;1;1;3;0;;;;;;;
1;49;10/04/2020;3;3;4;0;;;;;;;
1;59;10/04/2020;4;2;16;1;;;;;;;
1;69;10/04/2020;8;4;13;2;;;;;;;
1;79;10/04/2020;9;7;5;4;;;;;;;
1;89;10/04/2020;8;2;7;3;;;;;;;
1;90;10/04/2020;0;0;0;0;;;;;;;
2;0;10/04/2020;44;16;48;5;;;;;;;
2;9;10/04/2020;0;0;0;0;;;;;;;
2;19;10/04/2020;0;0;0;0;;;;;;;
2;29;10/04/2020;1;0;2;0;;;;;;;
2;39;10/04/2020;1;0;2;0;;;;;;;
2;49;10/04/2020;4;0;11;0;;;;;;;
2;59;10/04/2020;13;7;9;0;;;;;;;
2;69;10/04/2020;11;4;13;0;;;;;;;
2;79;10/04/2020;11;5;8;1;;;;;;;
2;89;10/04/2020;2;0;3;4;;;;;;;
2;90;10/04/2020;1;0;0;0;;;;;;;
3;0;10/04/2020;9;1;13;0;;;;;;;
3;9;10/04/2020;0;0;0;0;;;;;;;
3;19;10/04/2020;0;0;0;0;;;;;;;
3;29;10/04/2020;0;0;1;0;;;;;;;
3;39;10/04/2020;0;0;2;0;;;;;;;
3;49;10/04/2020;4;0;5;0;;;;;;;
3;59;10/04/2020;0;0;2;0;;;;;;;
3;69;10/04/2020;2;0;1;0;;;;;;;
3;79;10/04/2020;1;0;0;0;;;;;;;
3;89;10/04/2020;1;1;1;0;;;;;;;
3;90;10/04/2020;0;0;0;0;;;;;;;
4;0;10/04/2020;42;3;58;0;;;;;;;
4;9;10/04/2020;0;0;0;0;;;;;;;
4;19;10/04/2020;2;0;1;0;;;;;;;
4;29;10/04/2020;3;0;9;0;;;;;;;
4;39;10/04/2020;1;0;12;0;;;;;;;
4;49;10/04/2020;4;0;6;0;;;;;;;
4;59;10/04/2020;11;1;10;0;;;;;;;
4;69;10/04/2020;9;1;11;0;;;;;;;
4;79;10/04/2020;5;1;9;0;;;;;;;
4;89;10/04/2020;7;0;0;0;;;;;;;
4;90;10/04/2020;0;0;0;0;;;;;;;
6;0;10/04/2020;20;4;24;2;;;;;;;
6;9;10/04/2020;0;0;0;0;;;;;;;
6;19;10/04/2020;0;0;1;0;;;;;;;
6;29;10/04/2020;1;0;2;0;;;;;;;
6;39;10/04/2020;2;0;3;0;;;;;;;
6;49;10/04/2020;2;1;7;1;;;;;;;
6;59;10/04/2020;2;1;7;1;;;;;;;
6;69;10/04/2020;8;2;2;0;;;;;;;
6;79;10/04/2020;2;0;1;0;;;;;;;
6;89;10/04/2020;3;0;1;0;;;;;;;
6;90;10/04/2020;0;0;0;0;;;;;;;
11;0;10/04/2020;12861;2665;8313;3300;;;;;;;
11;9;10/04/2020;0;0;0;0;;;;;;;
11;19;10/04/2020;34;10;63;1;;;;;;;
11;29;10/04/2020;179;29;341;3;;;;;;;
11;39;10/04/2020;531;125;863;21;;;;;;;
11;49;10/04/2020;1050;296;1235;58;;;;;;;
11;59;10/04/2020;2028;707;1800;231;;;;;;;
11;69;10/04/2020;2561;904;1707;461;;;;;;;
11;79;10/04/2020;2616;512;1214;828;;;;;;;
11;89;10/04/2020;2473;39;707;1086;;;;;;;
11;90;10/04/2020;1191;4;180;577;;;;;;;
24;0;10/04/2020;894;210;528;179;;;;;;;
24;9;10/04/2020;0;0;0;0;;;;;;;
24;19;10/04/2020;2;1;8;0;;;;;;;
24;29;10/04/2020;10;2;17;0;;;;;;;
24;39;10/04/2020;20;8;33;1;;;;;;;
24;49;10/04/2020;46;15;75;2;;;;;;;
24;59;10/04/2020;80;37;85;4;;;;;;;
24;69;10/04/2020;158;72;114;12;;;;;;;
24;79;10/04/2020;204;69;101;35;;;;;;;
24;89;10/04/2020;224;5;66;73;;;;;;;
24;90;10/04/2020;141;1;15;50;;;;;;;
27;0;10/04/2020;1282;290;1309;459;;;;;;;
27;9;10/04/2020;0;0;0;0;;;;;;;
27;19;10/04/2020;3;1;13;0;;;;;;;
27;29;10/04/2020;4;0;53;0;;;;;;;
27;39;10/04/2020;21;5;103;2;;;;;;;
27;49;10/04/2020;33;13;149;4;;;;;;;
27;59;10/04/2020;115;50;215;9;;;;;;;
27;69;10/04/2020;249;103;251;38;;;;;;;
27;79;10/04/2020;305;94;243;98;;;;;;;
27;89;10/04/2020;393;22;210;220;;;;;;;
27;90;10/04/2020;156;1;59;87;;;;;;;
28;0;10/04/2020;741;210;512;188;;;;;;;
28;9;10/04/2020;0;0;0;0;;;;;;;
28;19;10/04/2020;1;0;3;0;;;;;;;
28;29;10/04/2020;7;0;27;0;;;;;;;
28;39;10/04/2020;12;6;47;1;;;;;;;
28;49;10/04/2020;52;24;65;3;;;;;;;
28;59;10/04/2020;92;43;99;11;;;;;;;
28;69;10/04/2020;164;65;99;29;;;;;;;
28;79;10/04/2020;176;56;93;39;;;;;;;
28;89;10/04/2020;168;15;58;73;;;;;;;
28;90;10/04/2020;67;0;13;32;;;;;;;
32;0;10/04/2020;2456;564;1873;762;;;;;;;
32;9;10/04/2020;0;0;0;0;;;;;;;
32;19;10/04/2020;7;3;9;0;;;;;;;
32;29;10/04/2020;23;4;94;0;;;;;;;
32;39;10/04/2020;57;12;163;2;;;;;;;
32;49;10/04/2020;136;46;255;8;;;;;;;
32;59;10/04/2020;299;111;385;32;;;;;;;
32;69;10/04/2020;482;180;334;96;;;;;;;
32;79;10/04/2020;564;163;327;178;;;;;;;
32;89;10/04/2020;638;36;209;312;;;;;;;
32;90;10/04/2020;223;3;69;130;;;;;;;
44;0;10/04/2020;4899;889;4445;1952;;;;;;;
44;9;10/04/2020;0;0;0;0;;;;;;;
44;19;10/04/2020;13;1;36;0;;;;;;;
44;29;10/04/2020;40;8;182;2;;;;;;;
44;39;10/04/2020;95;22;279;10;;;;;;;
44;49;10/04/2020;204;51;430;24;;;;;;;
44;59;10/04/2020;519;162;768;57;;;;;;;
44;69;10/04/2020;987;331;937;193;;;;;;;
44;79;10/04/2020;1196;272;898;525;;;;;;;
44;89;10/04/2020;1305;37;598;815;;;;;;;
44;90;10/04/2020;494;0;169;320;;;;;;;
52;0;10/04/2020;772;180;641;169;;;;;;;
52;9;10/04/2020;0;0;0;0;;;;;;;
52;19;10/04/2020;0;0;2;0;;;;;;;
52;29;10/04/2020;11;2;26;0;;;;;;;
52;39;10/04/2020;20;7;46;0;;;;;;;
52;49;10/04/2020;33;14;94;1;;;;;;;
52;59;10/04/2020;79;40;117;5;;;;;;;
52;69;10/04/2020;149;53;124;20;;;;;;;
52;79;10/04/2020;170;61;134;28;;;;;;;
52;89;10/04/2020;217;1;80;71;;;;;;;
52;90;10/04/2020;91;1;16;44;;;;;;;
53;0;10/04/2020;490;127;431;121;;;;;;;
53;9;10/04/2020;0;0;0;0;;;;;;;
53;19;10/04/2020;1;0;3;0;;;;;;;
53;29;10/04/2020;5;1;16;0;;;;;;;
53;39;10/04/2020;10;1;48;0;;;;;;;
53;49;10/04/2020;30;11;47;0;;;;;;;
53;59;10/04/2020;67;29;73;1;;;;;;;
53;69;10/04/2020;90;42;86;16;;;;;;;
53;79;10/04/2020;129;40;97;25;;;;;;;
53;89;10/04/2020;101;3;42;52;;;;;;;
53;90;10/04/2020;54;0;10;27;;;;;;;
75;0;10/04/2020;775;229;742;174;;;;;;;
75;9;10/04/2020;0;0;0;0;;;;;;;
75;19;10/04/2020;2;0;7;0;;;;;;;
75;29;10/04/2020;6;2;36;1;;;;;;;
75;39;10/04/2020;17;5;57;0;;;;;;;
75;49;10/04/2020;37;16;79;1;;;;;;;
75;59;10/04/2020;87;41;146;8;;;;;;;
75;69;10/04/2020;162;72;161;13;;;;;;;
75;79;10/04/2020;171;73;119;36;;;;;;;
75;89;10/04/2020;189;18;87;78;;;;;;;
75;90;10/04/2020;99;0;35;36;;;;;;;
76;0;10/04/2020;958;314;1187;222;;;;;;;
76;9;10/04/2020;0;0;0;0;;;;;;;
76;19;10/04/2020;2;1;9;0;;;;;;;
76;29;10/04/2020;6;1;67;1;;;;;;;
76;39;10/04/2020;19;5;100;0;;;;;;;
76;49;10/04/2020;52;13;159;1;;;;;;;
76;59;10/04/2020;119;53;243;8;;;;;;;
76;69;10/04/2020;202;98;214;20;;;;;;;
76;79;10/04/2020;254;114;226;48;;;;;;;
76;89;10/04/2020;215;28;121;104;;;;;;;
76;90;10/04/2020;87;1;32;40;;;;;;;
84;0;10/04/2020;2950;698;2691;721;;;;;;;
84;9;10/04/2020;0;0;0;0;;;;;;;
84;19;10/04/2020;9;2;21;0;;;;;;;
84;29;10/04/2020;27;3;123;0;;;;;;;
84;39;10/04/2020;51;10;211;4;;;;;;;
84;49;10/04/2020;108;27;309;8;;;;;;;
84;59;10/04/2020;272;104;478;21;;;;;;;
84;69;10/04/2020;525;238;508;41;;;;;;;
84;79;10/04/2020;723;252;510;165;;;;;;;
84;89;10/04/2020;796;47;371;318;;;;;;;
84;90;10/04/2020;394;1;92;150;;;;;;;
93;0;10/04/2020;1804;441;1946;299;;;;;;;
93;9;10/04/2020;0;0;0;0;;;;;;;
93;19;10/04/2020;6;1;30;0;;;;;;;
93;29;10/04/2020;28;5;147;1;;;;;;;
93;39;10/04/2020;52;10;198;1;;;;;;;
93;49;10/04/2020;94;29;299;3;;;;;;;
93;59;10/04/2020;240;77;404;15;;;;;;;
93;69;10/04/2020;355;112;363;21;;;;;;;
93;79;10/04/2020;445;145;245;71;;;;;;;
93;89;10/04/2020;393;39;167;124;;;;;;;
93;90;10/04/2020;159;4;58;60;;;;;;;
94;0;10/04/2020;78;15;120;35;;;;;;;
94;9;10/04/2020;0;0;0;0;;;;;;;
94;19;10/04/2020;0;0;4;0;;;;;;;
94;29;10/04/2020;0;0;14;0;;;;;;;
94;39;10/04/2020;0;0;14;0;;;;;;;
94;49;10/04/2020;4;0;15;1;;;;;;;
94;59;10/04/2020;10;3;23;1;;;;;;;
94;69;10/04/2020;13;7;18;2;;;;;;;
94;79;10/04/2020;21;4;15;7;;;;;;;
94;89;10/04/2020;21;1;9;19;;;;;;;
94;90;10/04/2020;9;0;5;5;;;;;;;
1;0;11/04/2020;37;20;50;10;;;;;;;
1;9;11/04/2020;0;0;0;0;;;;;;;
1;19;11/04/2020;0;0;0;0;;;;;;;
1;29;11/04/2020;0;0;1;0;;;;;;;
1;39;11/04/2020;1;1;3;0;;;;;;;
1;49;11/04/2020;3;3;4;0;;;;;;;
1;59;11/04/2020;6;3;16;1;;;;;;;
1;69;11/04/2020;8;4;13;2;;;;;;;
1;79;11/04/2020;10;7;5;4;;;;;;;
1;89;11/04/2020;9;2;7;3;;;;;;;
1;90;11/04/2020;0;0;0;0;;;;;;;
2;0;11/04/2020;41;15;50;5;;;;;;;
2;9;11/04/2020;0;0;0;0;;;;;;;
2;19;11/04/2020;0;0;0;0;;;;;;;
2;29;11/04/2020;1;0;2;0;;;;;;;
2;39;11/04/2020;1;0;2;0;;;;;;;
2;49;11/04/2020;3;0;12;0;;;;;;;
2;59;11/04/2020;11;6;10;0;;;;;;;
2;69;11/04/2020;11;4;13;0;;;;;;;
2;79;11/04/2020;10;5;8;1;;;;;;;
2;89;11/04/2020;3;0;3;4;;;;;;;
2;90;11/04/2020;1;0;0;0;;;;;;;
3;0;11/04/2020;9;1;13;0;;;;;;;
3;9;11/04/2020;0;0;0;0;;;;;;;
3;19;11/04/2020;0;0;0;0;;;;;;;
3;29;11/04/2020;0;0;1;0;;;;;;;
3;39;11/04/2020;0;0;2;0;;;;;;;
3;49;11/04/2020;4;0;5;0;;;;;;;
3;59;11/04/2020;0;0;2;0;;;;;;;
3;69;11/04/2020;2;0;1;0;;;;;;;
3;79;11/04/2020;1;0;0;0;;;;;;;
3;89;11/04/2020;1;1;1;0;;;;;;;
3;90;11/04/2020;0;0;0;0;;;;;;;
4;0;11/04/2020;30;3;70;0;;;;;;;
4;9;11/04/2020;0;0;0;0;;;;;;;
4;19;11/04/2020;2;0;1;0;;;;;;;
4;29;11/04/2020;0;0;12;0;;;;;;;
4;39;11/04/2020;0;0;13;0;;;;;;;
4;49;11/04/2020;2;0;8;0;;;;;;;
4;59;11/04/2020;6;1;15;0;;;;;;;
4;69;11/04/2020;8;1;12;0;;;;;;;
4;79;11/04/2020;5;1;9;0;;;;;;;
4;89;11/04/2020;7;0;0;0;;;;;;;
4;90;11/04/2020;0;0;0;0;;;;;;;
6;0;11/04/2020;20;3;25;3;;;;;;;
6;9;11/04/2020;0;0;0;0;;;;;;;
6;19;11/04/2020;0;0;1;0;;;;;;;
6;29;11/04/2020;1;0;2;0;;;;;;;
6;39;11/04/2020;2;0;3;0;;;;;;;
6;49;11/04/2020;2;1;7;1;;;;;;;
6;59;11/04/2020;4;0;7;1;;;;;;;
6;69;11/04/2020;7;2;3;0;;;;;;;
6;79;11/04/2020;2;0;1;0;;;;;;;
6;89;11/04/2020;2;0;1;1;;;;;;;
6;90;11/04/2020;0;0;0;0;;;;;;;
11;0;11/04/2020;13025;2617;8796;3416;;;;;;;
11;9;11/04/2020;0;0;0;1;;;;;;;
11;19;11/04/2020;39;12;66;1;;;;;;;
11;29;11/04/2020;183;28;355;4;;;;;;;
11;39;11/04/2020;526;128;900;22;;;;;;;
11;49;11/04/2020;1032;291;1305;59;;;;;;;
11;59;11/04/2020;2020;695;1893;244;;;;;;;
11;69;11/04/2020;2534;874;1817;483;;;;;;;
11;79;11/04/2020;2659;510;1296;859;;;;;;;
11;89;11/04/2020;2561;39;756;1114;;;;;;;
11;90;11/04/2020;1255;3;195;596;;;;;;;
24;0;11/04/2020;922;202;568;193;;;;;;;
24;9;11/04/2020;0;0;0;0;;;;;;;
24;19;11/04/2020;2;1;8;0;;;;;;;
24;29;11/04/2020;9;3;21;0;;;;;;;
24;39;11/04/2020;19;8;35;1;;;;;;;
24;49;11/04/2020;44;12;79;2;;;;;;;
24;59;11/04/2020;85;34;89;4;;;;;;;
24;69;11/04/2020;165;72;122;13;;;;;;;
24;79;11/04/2020;207;65;109;36;;;;;;;
24;89;11/04/2020;233;6;72;78;;;;;;;
24;90;11/04/2020;147;1;19;57;;;;;;;
27;0;11/04/2020;1239;278;1411;478;;;;;;;
27;9;11/04/2020;0;0;0;0;;;;;;;
27;19;11/04/2020;2;1;14;0;;;;;;;
27;29;11/04/2020;3;0;57;0;;;;;;;
27;39;11/04/2020;17;4;110;2;;;;;;;
27;49;11/04/2020;27;11;157;4;;;;;;;
27;59;11/04/2020;103;47;230;9;;;;;;;
27;69;11/04/2020;229;97;273;40;;;;;;;
27;79;11/04/2020;299;94;257;105;;;;;;;
27;89;11/04/2020;400;22;232;225;;;;;;;
27;90;11/04/2020;155;1;68;92;;;;;;;
28;0;11/04/2020;726;202;554;196;;;;;;;
28;9;11/04/2020;0;0;0;0;;;;;;;
28;19;11/04/2020;1;0;3;0;;;;;;;
28;29;11/04/2020;6;0;28;0;;;;;;;
28;39;11/04/2020;12;6;49;1;;;;;;;
28;49;11/04/2020;47;21;71;4;;;;;;;
28;59;11/04/2020;83;39;110;11;;;;;;;
28;69;11/04/2020;163;64;105;30;;;;;;;
28;79;11/04/2020;176;57;103;40;;;;;;;
28;89;11/04/2020;167;13;63;76;;;;;;;
28;90;11/04/2020;69;0;14;34;;;;;;;
32;0;11/04/2020;2444;550;2017;806;;;;;;;
32;9;11/04/2020;0;0;0;0;;;;;;;
32;19;11/04/2020;7;2;10;0;;;;;;;
32;29;11/04/2020;20;5;96;0;;;;;;;
32;39;11/04/2020;55;11;172;2;;;;;;;
32;49;11/04/2020;127;44;273;9;;;;;;;
32;59;11/04/2020;279;109;418;34;;;;;;;
32;69;11/04/2020;472;176;366;104;;;;;;;
32;79;11/04/2020;561;159;354;186;;;;;;;
32;89;11/04/2020;656;37;229;328;;;;;;;
32;90;11/04/2020;239;2;73;138;;;;;;;
44;0;11/04/2020;4841;881;4581;2008;;;;;;;
44;9;11/04/2020;0;0;0;0;;;;;;;
44;19;11/04/2020;14;1;36;0;;;;;;;
44;29;11/04/2020;41;9;185;2;;;;;;;
44;39;11/04/2020;88;21;287;11;;;;;;;
44;49;11/04/2020;196;51;443;24;;;;;;;
44;59;11/04/2020;513;158;789;58;;;;;;;
44;69;11/04/2020;965;330;972;201;;;;;;;
44;79;11/04/2020;1189;268;930;534;;;;;;;
44;89;11/04/2020;1303;38;616;840;;;;;;;
44;90;11/04/2020;490;1;173;331;;;;;;;
52;0;11/04/2020;778;164;688;178;;;;;;;
52;9;11/04/2020;0;0;0;0;;;;;;;
52;19;11/04/2020;0;0;2;0;;;;;;;
52;29;11/04/2020;10;1;31;0;;;;;;;
52;39;11/04/2020;19;5;48;0;;;;;;;
52;49;11/04/2020;31;14;102;1;;;;;;;
52;59;11/04/2020;81;37;122;5;;;;;;;
52;69;11/04/2020;154;53;127;20;;;;;;;
52;79;11/04/2020;163;52;148;29;;;;;;;
52;89;11/04/2020;225;1;90;77;;;;;;;
52;90;11/04/2020;94;0;16;46;;;;;;;
53;0;11/04/2020;487;124;470;129;;;;;;;
53;9;11/04/2020;0;0;0;0;;;;;;;
53;19;11/04/2020;1;0;3;0;;;;;;;
53;29;11/04/2020;4;1;17;0;;;;;;;
53;39;11/04/2020;8;2;50;0;;;;;;;
53;49;11/04/2020;32;9;50;0;;;;;;;
53;59;11/04/2020;63;28;81;1;;;;;;;
53;69;11/04/2020;90;41;93;18;;;;;;;
53;79;11/04/2020;119;40;112;26;;;;;;;
53;89;11/04/2020;110;3;44;53;;;;;;;
53;90;11/04/2020;57;0;12;31;;;;;;;
75;0;11/04/2020;815;264;794;180;;;;;;;
75;9;11/04/2020;0;0;0;0;;;;;;;
75;19;11/04/2020;2;0;7;0;;;;;;;
75;29;11/04/2020;7;2;38;1;;;;;;;
75;39;11/04/2020;16;6;60;0;;;;;;;
75;49;11/04/2020;42;20;84;1;;;;;;;
75;59;11/04/2020;90;46;158;8;;;;;;;
75;69;11/04/2020;182;90;169;13;;;;;;;
75;79;11/04/2020;174;79;128;37;;;;;;;
75;89;11/04/2020;196;19;96;80;;;;;;;
75;90;11/04/2020;100;0;39;39;;;;;;;
76;0;11/04/2020;918;295;1271;233;;;;;;;
76;9;11/04/2020;0;0;0;0;;;;;;;
76;19;11/04/2020;5;1;9;0;;;;;;;
76;29;11/04/2020;7;1;67;1;;;;;;;
76;39;11/04/2020;18;4;104;1;;;;;;;
76;49;11/04/2020;48;12;167;1;;;;;;;
76;59;11/04/2020;110;50;256;8;;;;;;;
76;69;11/04/2020;200;98;229;21;;;;;;;
76;79;11/04/2020;234;104;245;50;;;;;;;
76;89;11/04/2020;207;25;136;110;;;;;;;
76;90;11/04/2020;89;0;42;41;;;;;;;
84;0;11/04/2020;2985;682;2857;755;;;;;;;
84;9;11/04/2020;0;0;0;0;;;;;;;
84;19;11/04/2020;9;2;23;0;;;;;;;
84;29;11/04/2020;28;4;129;0;;;;;;;
84;39;11/04/2020;52;11;223;4;;;;;;;
84;49;11/04/2020;108;24;318;8;;;;;;;
84;59;11/04/2020;265;102;508;22;;;;;;;
84;69;11/04/2020;515;230;542;44;;;;;;;
84;79;11/04/2020;723;247;534;171;;;;;;;
84;89;11/04/2020;820;46;407;335;;;;;;;
84;90;11/04/2020;426;1;98;157;;;;;;;
93;0;11/04/2020;1766;436;2053;317;;;;;;;
93;9;11/04/2020;0;0;0;0;;;;;;;
93;19;11/04/2020;5;1;32;0;;;;;;;
93;29;11/04/2020;28;5;151;1;;;;;;;
93;39;11/04/2020;51;11;203;1;;;;;;;
93;49;11/04/2020;86;28;313;3;;;;;;;
93;59;11/04/2020;228;76;421;17;;;;;;;
93;69;11/04/2020;338;114;388;22;;;;;;;
93;79;11/04/2020;440;141;261;74;;;;;;;
93;89;11/04/2020;384;38;185;133;;;;;;;
93;90;11/04/2020;173;4;63;62;;;;;;;
94;0;11/04/2020;76;15;122;36;;;;;;;
94;9;11/04/2020;0;0;0;0;;;;;;;
94;19;11/04/2020;0;0;4;0;;;;;;;
94;29;11/04/2020;0;0;14;0;;;;;;;
94;39;11/04/2020;0;0;14;0;;;;;;;
94;49;11/04/2020;5;0;15;1;;;;;;;
94;59;11/04/2020;10;3;23;1;;;;;;;
94;69;11/04/2020;13;7;18;2;;;;;;;
94;79;11/04/2020;20;4;16;7;;;;;;;
94;89;11/04/2020;19;1;10;20;;;;;;;
94;90;11/04/2020;9;0;5;5;;;;;;;
1;0;12/04/2020;38;19;51;10;;;;;;;
1;9;12/04/2020;0;0;0;0;;;;;;;
1;19;12/04/2020;1;0;0;0;;;;;;;
1;29;12/04/2020;0;0;1;0;;;;;;;
1;39;12/04/2020;1;1;3;0;;;;;;;
1;49;12/04/2020;3;2;4;0;;;;;;;
1;59;12/04/2020;6;3;16;1;;;;;;;
1;69;12/04/2020;8;4;14;2;;;;;;;
1;79;12/04/2020;10;7;5;4;;;;;;;
1;89;12/04/2020;9;2;7;3;;;;;;;
1;90;12/04/2020;0;0;0;0;;;;;;;
2;0;12/04/2020;38;15;52;6;;;;;;;
2;9;12/04/2020;0;0;0;0;;;;;;;
2;19;12/04/2020;0;0;0;0;;;;;;;
2;29;12/04/2020;1;0;2;0;;;;;;;
2;39;12/04/2020;1;0;2;0;;;;;;;
2;49;12/04/2020;3;0;12;0;;;;;;;
2;59;12/04/2020;10;6;11;0;;;;;;;
2;69;12/04/2020;10;4;13;1;;;;;;;
2;79;12/04/2020;9;5;9;1;;;;;;;
2;89;12/04/2020;3;0;3;4;;;;;;;
2;90;12/04/2020;1;0;0;0;;;;;;;
3;0;12/04/2020;15;1;13;0;;;;;;;
3;9;12/04/2020;0;0;0;0;;;;;;;
3;19;12/04/2020;0;0;0;0;;;;;;;
3;29;12/04/2020;2;0;1;0;;;;;;;
3;39;12/04/2020;1;0;2;0;;;;;;;
3;49;12/04/2020;5;0;5;0;;;;;;;
3;59;12/04/2020;0;0;2;0;;;;;;;
3;69;12/04/2020;2;0;1;0;;;;;;;
3;79;12/04/2020;3;0;0;0;;;;;;;
3;89;12/04/2020;1;1;1;0;;;;;;;
3;90;12/04/2020;0;0;0;0;;;;;;;
4;0;12/04/2020;28;3;72;0;;;;;;;
4;9;12/04/2020;0;0;0;0;;;;;;;
4;19;12/04/2020;2;0;1;0;;;;;;;
4;29;12/04/2020;0;0;12;0;;;;;;;
4;39;12/04/2020;0;0;13;0;;;;;;;
4;49;12/04/2020;2;0;8;0;;;;;;;
4;59;12/04/2020;5;1;16;0;;;;;;;
4;69;12/04/2020;8;1;12;0;;;;;;;
4;79;12/04/2020;4;1;10;0;;;;;;;
4;89;12/04/2020;7;0;0;0;;;;;;;
4;90;12/04/2020;0;0;0;0;;;;;;;
6;0;12/04/2020;22;3;25;3;;;;;;;
6;9;12/04/2020;0;0;0;0;;;;;;;
6;19;12/04/2020;0;0;1;0;;;;;;;
6;29;12/04/2020;1;0;2;0;;;;;;;
6;39;12/04/2020;2;0;3;0;;;;;;;
6;49;12/04/2020;2;1;7;1;;;;;;;
6;59;12/04/2020;5;0;7;1;;;;;;;
6;69;12/04/2020;8;2;3;0;;;;;;;
6;79;12/04/2020;2;0;1;0;;;;;;;
6;89;12/04/2020;2;0;1;1;;;;;;;
6;90;12/04/2020;0;0;0;0;;;;;;;
11;0;12/04/2020;13165;2626;9119;3548;;;;;;;
11;9;12/04/2020;0;0;0;1;;;;;;;
11;19;12/04/2020;35;11;70;1;;;;;;;
11;29;12/04/2020;185;26;366;7;;;;;;;
11;39;12/04/2020;530;126;922;26;;;;;;;
11;49;12/04/2020;1026;289;1348;69;;;;;;;
11;59;12/04/2020;2012;702;1977;253;;;;;;;
11;69;12/04/2020;2543;877;1896;506;;;;;;;
11;79;12/04/2020;2697;510;1336;880;;;;;;;
11;89;12/04/2020;2633;41;780;1153;;;;;;;
11;90;12/04/2020;1293;5;208;619;;;;;;;
24;0;12/04/2020;943;193;581;201;;;;;;;
24;9;12/04/2020;0;0;0;0;;;;;;;
24;19;12/04/2020;2;1;8;0;;;;;;;
24;29;12/04/2020;8;2;21;0;;;;;;;
24;39;12/04/2020;17;8;37;1;;;;;;;
24;49;12/04/2020;45;11;80;2;;;;;;;
24;59;12/04/2020;82;31;93;4;;;;;;;
24;69;12/04/2020;165;68;123;15;;;;;;;
24;79;12/04/2020;214;66;111;36;;;;;;;
24;89;12/04/2020;250;5;72;81;;;;;;;
24;90;12/04/2020;148;1;22;60;;;;;;;
27;0;12/04/2020;1294;278;1441;500;;;;;;;
