region;class_age90;jour;hosp;reanimation;retour dom;deces;;;;;;;
28;90;19/04/2020;80;0;25;46;;;;;;;
32;0;19/04/2020;2539;472;2789;1094;;;;;;;
32;9;19/04/2020;0;0;0;0;;;;;;;
32;19;19/04/2020;10;0;10;0;;;;;;;
32;29;19/04/2020;26;4;122;1;;;;;;;
32;39;19/04/2020;53;10;230;2;;;;;;;
32;49;19/04/2020;111;38;367;9;;;;;;;
32;59;19/04/2020;252;86;539;46;;;;;;;
32;69;19/04/2020;473;159;498;139;;;;;;;
32;79;19/04/2020;574;141;493;245;;;;;;;
32;89;19/04/2020;716;30;364;438;;;;;;;
32;90;19/04/2020;304;1;124;209;;;;;;;
44;0;19/04/2020;4608;742;6139;2463;;;;;;;
44;9;19/04/2020;0;0;0;0;;;;;;;
44;19;19/04/2020;12;1;46;0;;;;;;;
44;29;19/04/2020;35;9;216;2;;;;;;;
44;39;19/04/2020;80;19;344;13;;;;;;;
44;49;19/04/2020;168;44;552;26;;;;;;;
44;59;19/04/2020;433;130;1029;65;;;;;;;
44;69;19/04/2020;842;256;1283;250;;;;;;;
44;79;19/04/2020;1096;238;1241;631;;;;;;;
44;89;19/04/2020;1303;40;965;1022;;;;;;;
44;90;19/04/2020;596;0;286;446;;;;;;;
52;0;19/04/2020;787;121;947;258;;;;;;;
52;9;19/04/2020;0;0;0;0;;;;;;;
52;19;19/04/2020;0;0;3;0;;;;;;;
52;29;19/04/2020;5;1;42;0;;;;;;;
52;39;19/04/2020;15;5;65;0;;;;;;;
52;49;19/04/2020;24;12;126;1;;;;;;;
52;59;19/04/2020;62;18;153;7;;;;;;;
52;69;19/04/2020;136;42;186;22;;;;;;;
52;79;19/04/2020;172;41;191;44;;;;;;;
52;89;19/04/2020;242;2;146;106;;;;;;;
52;90;19/04/2020;129;0;31;78;;;;;;;
53;0;19/04/2020;461;86;639;185;;;;;;;
53;9;19/04/2020;0;0;0;0;;;;;;;
53;19;19/04/2020;1;0;4;0;;;;;;;
53;29;19/04/2020;3;1;21;0;;;;;;;
53;39;19/04/2020;8;0;55;0;;;;;;;
53;49;19/04/2020;29;6;72;0;;;;;;;
53;59;19/04/2020;52;14;109;2;;;;;;;
53;69;19/04/2020;75;32;123;22;;;;;;;
53;79;19/04/2020;112;31;145;40;;;;;;;
53;89;19/04/2020;111;2;83;69;;;;;;;
53;90;19/04/2020;66;0;18;52;;;;;;;
75;0;19/04/2020;825;196;1061;247;;;;;;;
75;9;19/04/2020;0;0;0;0;;;;;;;
75;19;19/04/2020;5;1;7;0;;;;;;;
75;29;19/04/2020;6;2;49;1;;;;;;;
75;39;19/04/2020;11;3;76;0;;;;;;;
75;49;19/04/2020;27;10;111;1;;;;;;;
75;59;19/04/2020;79;34;205;9;;;;;;;
75;69;19/04/2020;152;64;231;17;;;;;;;
75;79;19/04/2020;178;61;172;56;;;;;;;
75;89;19/04/2020;235;20;137;98;;;;;;;
75;90;19/04/2020;129;1;56;64;;;;;;;
76;0;19/04/2020;877;245;1687;295;;;;;;;
76;9;19/04/2020;0;0;0;0;;;;;;;
76;19;19/04/2020;2;1;14;0;;;;;;;
76;29;19/04/2020;5;1;77;1;;;;;;;
76;39;19/04/2020;9;2;125;1;;;;;;;
76;49;19/04/2020;27;6;216;1;;;;;;;
76;59;19/04/2020;89;38;316;9;;;;;;;
76;69;19/04/2020;154;83;312;31;;;;;;;
76;79;19/04/2020;222;91;318;61;;;;;;;
76;89;19/04/2020;230;19;203;131;;;;;;;
76;90;19/04/2020;137;4;88;60;;;;;;;
84;0;19/04/2020;2983;573;3833;1011;;;;;;;
84;9;19/04/2020;0;0;0;0;;;;;;;
84;19;19/04/2020;7;4;30;0;;;;;;;
84;29;19/04/2020;24;2;160;0;;;;;;;
84;39;19/04/2020;40;11;262;4;;;;;;;
84;49;19/04/2020;89;22;396;8;;;;;;;
84;59;19/04/2020;224;76;665;28;;;;;;;
84;69;19/04/2020;451;187;726;69;;;;;;;
84;79;19/04/2020;737;221;703;208;;;;;;;
84;89;19/04/2020;844;37;602;442;;;;;;;
84;90;19/04/2020;532;2;198;237;;;;;;;
93;0;19/04/2020;1776;348;2767;470;;;;;;;
93;9;19/04/2020;0;0;0;0;;;;;;;
93;19;19/04/2020;4;0;36;0;;;;;;;
93;29;19/04/2020;36;3;183;1;;;;;;;
93;39;19/04/2020;58;7;259;1;;;;;;;
93;49;19/04/2020;81;22;371;4;;;;;;;
93;59;19/04/2020;187;55;543;23;;;;;;;
93;69;19/04/2020;268;95;557;33;;;;;;;
93;79;19/04/2020;408;121;398;107;;;;;;;
93;89;19/04/2020;467;36;267;198;;;;;;;
93;90;19/04/2020;257;6;111;98;;;;;;;
94;0;19/04/2020;75;12;150;44;;;;;;;
94;9;19/04/2020;0;0;0;0;;;;;;;
94;19;19/04/2020;0;0;1;0;;;;;;;
94;29;19/04/2020;0;0;14;0;;;;;;;
94;39;19/04/2020;1;0;15;0;;;;;;;
94;49;19/04/2020;2;1;20;1;;;;;;;
94;59;19/04/2020;7;1;25;1;;;;;;;
94;69;19/04/2020;13;3;25;1;;;;;;;
94;79;19/04/2020;26;7;20;12;;;;;;;
94;89;19/04/2020;17;0;17;23;;;;;;;
94;90;19/04/2020;9;0;7;6;;;;;;;
1;0;20/04/2020;32;16;62;12;;;;;;;
1;9;20/04/2020;0;0;0;0;;;;;;;
1;19;20/04/2020;1;0;1;0;;;;;;;
1;29;20/04/2020;0;0;1;0;;;;;;;
1;39;20/04/2020;1;0;3;0;;;;;;;
1;49;20/04/2020;2;1;4;0;;;;;;;
1;59;20/04/2020;5;3;17;2;;;;;;;
1;69;20/04/2020;6;4;15;3;;;;;;;
1;79;20/04/2020;10;6;10;4;;;;;;;
1;89;20/04/2020;7;2;10;3;;;;;;;
1;90;20/04/2020;0;0;0;0;;;;;;;
2;0;20/04/2020;35;10;60;9;;;;;;;
2;9;20/04/2020;0;0;0;0;;;;;;;
2;19;20/04/2020;0;0;0;0;;;;;;;
2;29;20/04/2020;1;0;2;0;;;;;;;
2;39;20/04/2020;1;0;3;0;;;;;;;
2;49;20/04/2020;3;0;9;0;;;;;;;
2;59;20/04/2020;9;6;17;0;;;;;;;
2;69;20/04/2020;10;2;13;2;;;;;;;
2;79;20/04/2020;6;2;14;2;;;;;;;
2;89;20/04/2020;4;0;2;4;;;;;;;
2;90;20/04/2020;1;0;0;1;;;;;;;
3;0;20/04/2020;4;2;29;0;;;;;;;
3;9;20/04/2020;0;0;0;0;;;;;;;
3;19;20/04/2020;0;0;1;0;;;;;;;
3;29;20/04/2020;0;0;3;0;;;;;;;
3;39;20/04/2020;0;0;5;0;;;;;;;
3;49;20/04/2020;0;0;10;0;;;;;;;
3;59;20/04/2020;0;0;2;0;;;;;;;
3;69;20/04/2020;1;0;3;0;;;;;;;
3;79;20/04/2020;2;2;2;0;;;;;;;
3;89;20/04/2020;1;0;1;0;;;;;;;
3;90;20/04/2020;0;0;0;0;;;;;;;
4;0;20/04/2020;15;2;93;0;;;;;;;
4;9;20/04/2020;0;0;0;0;;;;;;;
4;19;20/04/2020;1;0;2;0;;;;;;;
4;29;20/04/2020;0;0;15;0;;;;;;;
4;39;20/04/2020;0;0;12;0;;;;;;;
4;49;20/04/2020;1;0;10;0;;;;;;;
4;59;20/04/2020;1;1;19;0;;;;;;;
4;69;20/04/2020;3;1;19;0;;;;;;;
4;79;20/04/2020;3;0;13;0;;;;;;;
4;89;20/04/2020;5;0;3;0;;;;;;;
4;90;20/04/2020;0;0;0;0;;;;;;;
6;0;20/04/2020;22;4;47;6;;;;;;;
6;9;20/04/2020;0;0;0;0;;;;;;;
6;19;20/04/2020;1;1;2;0;;;;;;;
6;29;20/04/2020;0;0;6;0;;;;;;;
6;39;20/04/2020;2;0;5;0;;;;;;;
6;49;20/04/2020;6;1;11;1;;;;;;;
6;59;20/04/2020;4;0;11;2;;;;;;;
6;69;20/04/2020;5;2;7;0;;;;;;;
6;79;20/04/2020;1;0;2;1;;;;;;;
6;89;20/04/2020;3;0;2;2;;;;;;;
6;90;20/04/2020;0;0;0;0;;;;;;;
11;0;20/04/2020;12474;2210;13095;4942;;;;;;18%;40%
11;9;20/04/2020;0;0;0;1;;0,00%;0,00%;0,00%;0,02%;;
11;19;20/04/2020;35;8;83;3;;0,28%;0,37%;0,65%;0,06%;23%;9%
11;29;20/04/2020;145;25;486;10;;1,18%;1,14%;3,81%;0,20%;17%;7%
11;39;20/04/2020;418;102;1186;33;;3,39%;4,66%;9,30%;0,67%;24%;8%
11;49;20/04/2020;830;238;1840;92;;6,73%;10,88%;14,43%;1,88%;29%;11%
11;59;20/04/2020;1656;583;2730;337;;13,43%;26,65%;21,41%;6,88%;35%;20%
11;69;20/04/2020;2293;720;2712;702;;18,59%;32,91%;21,27%;14,32%;31%;31%
11;79;20/04/2020;2553;451;2023;1205;;20,70%;20,61%;15,87%;24,59%;18%;47%
11;89;20/04/2020;2810;54;1298;1596;;22,78%;2,47%;10,18%;32,56%;2%;57%
11;90;20/04/2020;1595;7;393;922;;12,93%;0,32%;3,08%;18,81%;0%;58%
24;0;20/04/2020;960;171;896;298;;;;;;;
24;9;20/04/2020;0;0;0;0;;;;;;;
24;19;20/04/2020;0;0;11;0;;;;;;;
24;29;20/04/2020;5;1;29;0;;;;;;;
24;39;20/04/2020;16;6;49;2;;;;;;;
24;49;20/04/2020;26;9;107;3;;;;;;;
24;59;20/04/2020;62;24;141;6;;;;;;;
24;69;20/04/2020;152;54;169;22;;;;;;;
24;79;20/04/2020;221;62;170;49;;;;;;;
24;89;20/04/2020;285;11;141;120;;;;;;;
24;90;20/04/2020;187;4;54;94;;;;;;;
27;0;20/04/2020;1334;238;1864;677;;;;;;;
27;9;20/04/2020;0;0;0;0;;;;;;;
27;19;20/04/2020;5;0;15;0;;;;;;;
27;29;20/04/2020;3;1;63;0;;;;;;;
27;39;20/04/2020;9;1;123;2;;;;;;;
27;49;20/04/2020;22;8;192;4;;;;;;;
27;59;20/04/2020;97;35;291;15;;;;;;;
27;69;20/04/2020;211;74;344;58;;;;;;;
27;79;20/04/2020;334;95;354;138;;;;;;;
27;89;20/04/2020;433;21;354;313;;;;;;;
27;90;20/04/2020;216;2;112;145;;;;;;;
28;0;20/04/2020;663;143;821;283;;;;;;;
28;9;20/04/2020;0;0;0;0;;;;;;;
28;19;20/04/2020;2;0;4;0;;;;;;;
28;29;20/04/2020;4;1;34;0;;;;;;;
28;39;20/04/2020;16;7;70;1;;;;;;;
28;49;20/04/2020;30;12;100;7;;;;;;;
28;59;20/04/2020;65;22;156;12;;;;;;;
28;69;20/04/2020;125;34;166;43;;;;;;;
28;79;20/04/2020;169;55;148;60;;;;;;;
28;89;20/04/2020;170;11;106;114;;;;;;;
28;90;20/04/2020;80;0;27;46;;;;;;;
32;0;20/04/2020;2578;473;2909;1127;;;;;;;
32;9;20/04/2020;0;0;0;0;;;;;;;
32;19;20/04/2020;10;0;11;0;;;;;;;
32;29;20/04/2020;24;4;136;1;;;;;;;
32;39;20/04/2020;49;10;252;2;;;;;;;
32;49;20/04/2020;116;35;385;9;;;;;;;
32;59;20/04/2020;252;86;555;46;;;;;;;
32;69;20/04/2020;470;161;519;144;;;;;;;
32;79;20/04/2020;598;142;500;253;;;;;;;
32;89;20/04/2020;730;30;379;451;;;;;;;
32;90;20/04/2020;307;2;129;216;;;;;;;
44;0;20/04/2020;4592;740;6219;2515;;;;;;;
44;9;20/04/2020;0;0;0;0;;;;;;;
44;19;20/04/2020;11;1;47;0;;;;;;;
44;29;20/04/2020;37;9;215;2;;;;;;;
44;39;20/04/2020;78;18;348;14;;;;;;;
44;49;20/04/2020;166;45;556;26;;;;;;;
44;59;20/04/2020;428;131;1037;65;;;;;;;
44;69;20/04/2020;835;255;1299;260;;;;;;;
44;79;20/04/2020;1089;235;1261;637;;;;;;;
44;89;20/04/2020;1296;39;989;1045;;;;;;;
44;90;20/04/2020;609;1;289;458;;;;;;;
52;0;20/04/2020;775;123;957;268;;;;;;;
52;9;20/04/2020;0;0;0;0;;;;;;;
52;19;20/04/2020;0;0;3;0;;;;;;;
52;29;20/04/2020;4;1;42;0;;;;;;;
52;39;20/04/2020;15;5;66;0;;;;;;;
52;49;20/04/2020;22;11;125;3;;;;;;;
52;59;20/04/2020;59;18;156;7;;;;;;;
52;69;20/04/2020;140;43;188;22;;;;;;;
52;79;20/04/2020;168;41;193;45;;;;;;;
52;89;20/04/2020;237;4;149;111;;;;;;;
52;90;20/04/2020;128;0;31;80;;;;;;;
53;0;20/04/2020;455;83;650;189;;;;;;;
53;9;20/04/2020;0;0;0;0;;;;;;;
53;19;20/04/2020;1;0;4;0;;;;;;;
53;29;20/04/2020;2;1;22;0;;;;;;;
53;39;20/04/2020;9;0;55;0;;;;;;;
53;49;20/04/2020;29;5;73;0;;;;;;;
53;59;20/04/2020;49;13;111;2;;;;;;;
53;69;20/04/2020;74;32;125;23;;;;;;;
53;79;20/04/2020;107;30;149;42;;;;;;;
53;89;20/04/2020;112;2;84;70;;;;;;;
53;90;20/04/2020;67;0;18;52;;;;;;;
75;0;20/04/2020;838;191;1083;259;;;;;;;
75;9;20/04/2020;0;0;0;0;;;;;;;
75;19;20/04/2020;5;1;7;0;;;;;;;
75;29;20/04/2020;7;3;50;1;;;;;;;
75;39;20/04/2020;11;3;78;0;;;;;;;
75;49;20/04/2020;30;10;111;1;;;;;;;
75;59;20/04/2020;81;34;208;9;;;;;;;
75;69;20/04/2020;152;60;238;19;;;;;;;
75;79;20/04/2020;181;61;174;59;;;;;;;
75;89;20/04/2020;235;18;142;103;;;;;;;
75;90;20/04/2020;132;1;58;66;;;;;;;
76;0;20/04/2020;893;234;1728;312;;;;;;;
76;9;20/04/2020;0;0;0;0;;;;;;;
76;19;20/04/2020;2;1;14;0;;;;;;;
76;29;20/04/2020;4;1;80;1;;;;;;;
76;39;20/04/2020;7;0;129;1;;;;;;;
76;49;20/04/2020;23;3;220;1;;;;;;;
76;59;20/04/2020;90;40;318;11;;;;;;;
76;69;20/04/2020;159;78;318;32;;;;;;;
76;79;20/04/2020;223;91;324;64;;;;;;;
76;89;20/04/2020;239;16;210;136;;;;;;;
76;90;20/04/2020;146;4;97;66;;;;;;;
84;0;20/04/2020;2936;576;3904;1062;;;;;;;
84;9;20/04/2020;0;0;0;0;;;;;;;
84;19;20/04/2020;8;4;30;0;;;;;;;
84;29;20/04/2020;25;2;162;0;;;;;;;
84;39;20/04/2020;37;10;268;4;;;;;;;
84;49;20/04/2020;87;22;401;10;;;;;;;
84;59;20/04/2020;221;75;674;28;;;;;;;
84;69;20/04/2020;444;190;738;71;;;;;;;
84;79;20/04/2020;726;218;715;217;;;;;;;
84;89;20/04/2020;842;40;614;459;;;;;;;
84;90;20/04/2020;512;3;211;257;;;;;;;
93;0;20/04/2020;1786;355;2834;499;;;;;;;
93;9;20/04/2020;0;0;0;0;;;;;;;
93;19;20/04/2020;3;0;37;0;;;;;;;
93;29;20/04/2020;35;3;187;1;;;;;;;
93;39;20/04/2020;53;8;268;1;;;;;;;
93;49;20/04/2020;82;21;376;3;;;;;;;
93;59;20/04/2020;185;53;558;23;;;;;;;
93;69;20/04/2020;267;97;567;38;;;;;;;
93;79;20/04/2020;411;126;406;114;;;;;;;
93;89;20/04/2020;481;41;276;204;;;;;;;
93;90;20/04/2020;263;5;116;111;;;;;;;
94;0;20/04/2020;70;13;152;47;;;;;;;
94;9;20/04/2020;0;0;0;0;;;;;;;
94;19;20/04/2020;0;0;1;0;;;;;;;
94;29;20/04/2020;0;0;14;0;;;;;;;
94;39;20/04/2020;0;0;16;0;;;;;;;
94;49;20/04/2020;2;1;20;1;;;;;;;
94;59;20/04/2020;7;1;25;1;;;;;;;
94;69;20/04/2020;13;3;25;1;;;;;;;
94;79;20/04/2020;25;8;20;13;;;;;;;
94;89;20/04/2020;16;0;18;23;;;;;;;
94;90;20/04/2020;7;0;7;8;;;;;;;
;;;;;;;;;;;;;
;;;12335;2188;12751;4901;;;;;;;
